"stop_id","stop_desc"
"acc_4_41_126","Calle de Bravo Murillo 47 A"
"acc_4_43_127","Plaza de Legazpi 1"
"acc_4_43_128","Paseo de las Delicias 130"
"acc_4_43_783","Plaza de Legazpi 2"
"acc_4_43_784","Plaza de Legazpi 1"
"acc_4_44_129","Paseo de las Delicias 78"
"acc_4_44_130","Paseo de las Delicias 60"
"acc_4_44_785","Paseo de las Delicias 61 A"
"acc_4_44_786","Paseo de las Delicias 58"
"acc_4_45_131","Calle de Palos de la Frontera 42 A"
"acc_4_45_787","Calle de Palos de la Frontera 29"
"acc_4_45_788","Calle de Palos de la Frontera 33"
"acc_4_46_136","Gta de Embajadores 5"
"acc_4_46_137","Gta de Embajadores 3"
"acc_4_46_789","Gta de Embajadores 7"
"acc_4_47_790","Calle de Argumosa 3"
"acc_4_47_791","Calle de Argumosa 1"
"acc_4_49_139","Calle del Carmen 28"
"acc_4_49_140","Plaza del Callao 1"
"acc_4_49_141","Calle  Gran Vía 39"
"acc_4_49_142","Calle  Gran Vía 46"
"acc_4_49_792","Calle de Jacometrezo 1"
"acc_4_49_793","Calle de Jacometrezo 1"
"acc_4_49_794","Plaza del Callao 1"
"acc_4_4_10","Calle de Bravo Murillo 170"
"acc_4_4_11","Calle de Bravo Murillo 194"
"acc_4_4_12","Calle de Bravo Murillo 205"
"acc_4_4_9","Calle de Bravo Murillo 183"
"acc_4_50_143","Plaza de Gran Vía 73"
"acc_4_50_144","Calle  Gran Vía 80"
"acc_4_50_145","Plaza de España 18"
"acc_4_50_146","Calle de los Reyes 1"
"acc_4_50_147","Calle de la Princesa 2"
"acc_4_50_148","Plaza del Conde de Toreno 1"
"acc_4_50_149","Plaza del Conde de Toreno 1"
"acc_4_50_795","Plaza de España 18"
"acc_4_51_150","Calle de la Princesa 23"
"acc_4_51_618","Calle de la Princesa 22"
"acc_4_51_796","Calle de la Princesa 22"
"acc_4_52_151","Calle de la Princesa 56"
"acc_4_52_152","Calle de Alberto Aguilera 70"
"acc_4_52_153","Calle de la Princesa 65"
"acc_4_52_154","Calle de Alberto Aguilera 62"
"acc_4_52_797","Calle de Alberto Aguilera 70"
"acc_4_53_155","Paseo de Moret 1"
"acc_4_53_156","Calle de la Princesa 96"
"acc_4_53_157","Calle de la Princesa 89"
"acc_4_53_579","Plaza de la Moncloa 1"
"acc_4_53_798","Calle del Arcipreste de Hita 1"
"acc_4_53_807","Calle de la Princesa 87"
"acc_4_57_160","Plaza de Santa Bárbara 5"
"acc_4_57_161","Calle de Génova 2"
"acc_4_57_162","Plaza de Alonso Martínez 4"
"acc_4_57_163","Calle de Sagasta 30"
"acc_4_58_164","Calle de Génova 29"
"acc_4_58_165","Calle de Génova 28"
"acc_4_59_167","Calle de Goya 15"
"acc_4_59_168","Calle de Goya 4"
"acc_4_59_169","Calle de Goya 23"
"acc_4_59_170","Calle de Goya 10"
"acc_4_5_13","Calle de Bravo Murillo 135"
"acc_4_5_14","Calle de Bravo Murillo 136"
"acc_4_60_171","Calle de Goya 41"
"acc_4_60_172","Calle de Goya 20"
"acc_4_60_173","Calle de Goya 53"
"acc_4_60_174","Calle de Goya 32"
"acc_4_62_175","Calle del Conde de Peñalver 49"
"acc_4_62_176","Calle del Conde de Peñalver 39"
"acc_4_63_177","Calle de Diego de León 69"
"acc_4_63_178","Calle de Francisco Silvela 63"
"acc_4_63_179","Calle de Francisco Silvela 56"
"acc_4_63_180","Calle  Francisco Silvela 54"
"acc_4_63_234","Calle de Juan Bravo 52"
"acc_4_63_235","Calle de Juan Bravo 69"
"acc_4_63_236","Calle de Francisco Silvela 34"
"acc_4_63_237","Calle de Francisco Silvela 40"
"acc_4_63_238","Calle de Francisco Silvela 47"
"acc_4_64_181","Avda de América 3"
"acc_4_64_182","Avda de América 4"
"acc_4_64_184","Avda de América 3"
"acc_4_64_185","Calle de Pedro de Valdivia 31"
"acc_4_65_186","Plaza de la Prosperidad 3"
"acc_4_66_187","Calle de Clara del Rey 83"
"acc_4_67_188","Calle de Ramón y Cajal 80"
"acc_4_67_189","Avda de Ramón y Cajal 78"
"acc_4_67_190","Avda de Ramón y Cajal 101"
"acc_4_68_191","Calle de Ulises 1"
"acc_4_68_192","Calle de Arturo Soria 172"
"acc_4_68_193","Calle de José Silva 1 A"
"acc_4_68_194","Calle de Ulises 11"
"acc_4_69_195","Calle de Andorra 51"
"acc_4_6_15","Gta de Cuatro Caminos 1"
"acc_4_6_16","Calle de Santa Engracia 168"
"acc_4_6_17","Avda de la Reina Victoria 3"
"acc_4_6_18","Calle de Bravo Murillo 101"
"acc_4_6_19","Calle de Maudes 8"
"acc_4_6_615","Calle de Santa Engracia 179"
"acc_4_70_196","Avda de Machupichu 101"
"acc_4_70_197","Calle de Ramón Power 1"
"acc_4_70_198","Avda de Machupichu 103"
"acc_4_70_199","Calle de Mota del Cuervo 2"
"acc_4_70_200","Avda de Machupichu 101"
"acc_4_71_201","Calle de los Emigrantes SN"
"acc_4_71_202","Gta del Mar de Cristal 1"
"acc_4_71_203","Calle de Mar Adriático 2"
"acc_4_71_204","Gta del Mar de Cristal 1 B"
"acc_4_72_205","Avda de la Barranquilla 15"
"acc_4_72_206","Calle de Baranoa 2"
"acc_4_72_207","Avda de la Barranquilla 9"
"acc_4_73_208","Calle de Santa Virgilia 1"
"acc_4_73_209","Calle de Arcos 3"
"acc_4_73_210","Calle de Santa Virgilia 6"
"acc_4_74_1037","Calle de Alcalá 636"
"acc_4_74_211","Calle de Alcalá 631"
"acc_4_74_212","Calle de Alcalá 640"
"acc_4_75_213","Calle de Alcalá 557"
"acc_4_75_214","Calle de Alcalá 550"
"acc_4_76_215","Calle de Alcalá 506"
"acc_4_76_216","Calle de Alcalá 527"
"acc_4_77_217","Calle de los Hnos. García Noblejas 2"
"acc_4_77_218","Calle de Alcalá 416"
"acc_4_77_219","Calle de Arturo Soria 2"
"acc_4_77_220","Calle de Alcalá 434"
"acc_4_78_1028","Calle de Alcalá 366"
"acc_4_78_221","Calle de Alcalá 373"
"acc_4_78_222","Calle de Alcalá 360"
"acc_4_78_223","Calle de Alcalá 387"
"acc_4_78_224","Calle de Alcalá 380"
"acc_4_78_225","Calle de Alcalá 378"
"acc_4_79_226","Calle de Alcalá 306"
"acc_4_79_227","Calle de Alcalá 333"
"acc_4_79_228","Calle de Alcalá 328"
"acc_4_79_229","Calle de la Virgen del Sagrario 3"
"acc_4_7_20","Calle de Ríos Rosas 24"
"acc_4_7_21","Calle de Ríos Rosas 19"
"acc_4_7_22","Calle de Santa Engracia 120 A"
"acc_4_80_230","Calle de Alcalá 246"
"acc_4_80_231","Calle del Alcalde López Casero 2"
"acc_4_80_232","Calle de Alcalá 234"
"acc_4_80_233","Calle de Alcalá 261 B"
"acc_4_83_239","Calle de Velazquez 92"
"acc_4_83_240","Calle de Nuñez de Balboa 85"
"acc_4_83_242","Plaza del Marqués de Salamanca 10"
"acc_4_84_243","Gta de Rubén Darío 4"
"acc_4_84_244","Gta de Rubén Darío 3"
"acc_4_84_245","Paseo de la Castellana 35"
"acc_4_86_246","Plaza de Chueca 4"
"acc_4_8_23","Paseo del General Martínez Campos 1"
"acc_4_8_24","Calle de Santa Engracia 58"
"acc_4_8_25","Calle de Santa Engracia 61"
"acc_4_8_26","Calle de Eloy Gonzalo 38"
"acc_4_8_27","Calle de Eloy Gonzalo 35"
"acc_4_8_774","Gta del Pintor Sorolla 5"
"acc_4_8_775","Gta del Pintor Sorolla 1"
"acc_4_90_247","Calle de Toledo 56"
"acc_4_90_248","Calle de toledo 65"
"acc_4_90_249","Calle de Toledo 52 A"
"acc_4_91_250","Gta de Puerta de Toledo 1"
"acc_4_92_251","Paseo de la Esperanza 2 A"
"acc_4_93_252","Paseo de las Acacias 58"
"acc_4_93_253","Paseo de las Acacias 61 B"
"acc_4_93_255","Plaza de Ortega y Munilla SN"
"acc_4_93_256","Plaza de Ortega y Munilla SN"
"acc_4_94_257","Gta del Marqués de Vadillo 5"
"acc_4_94_258","Gta del Marqués de Vadillo 6"
"acc_4_95_259","Calle del General Ricardos 104"
"acc_4_95_260","Calle del General Ricardos 85"
"acc_4_95_261","Calle del Camino Viejo de Leganés 1"
"acc_4_95_262","Calle del General Ricardos 80"
"acc_4_96_263","Gta del Valle de Oro 13"
"acc_4_96_264","Calle del General Ricardos 164"
"acc_4_96_265","Calle del General Ricardos 148 A"
"acc_4_96_266","Calle del General Ricardos 143"
"acc_4_97_267","Calle de la Oca 69"
"acc_4_97_268","Calle de la Oca 43"
"acc_4_98_269","Gta del Ejército SN"
"acc_4_99_270","Calle de Ocaña 70"
"acc_4_9_28","Gta de Bilbao 5"
"acc_4_9_29","Gta de Bilbao 2"
"acc_4_9_30","Gta de Bilbao 7"
"acc_4_9_31","Calle de Luchana 22"
"acc_4_9_32","Calle de Luchana 21"
"acc_4_9_33","Calle de Luchana 23"
"est_4_10",""
"est_4_101",""
"est_4_102",""
"est_4_103",""
"est_4_104",""
"est_4_105",""
"est_4_107",""
"est_4_109",""
"est_4_11",""
"est_4_113",""
"est_4_114",""
"est_4_115",""
"est_4_119",""
"est_4_122",""
"est_4_123",""
"est_4_124",""
"est_4_128",""
"est_4_129",""
"est_4_13",""
"est_4_130",""
"est_4_132",""
"est_4_133",""
"est_4_134",""
"est_4_135",""
"est_4_136",""
"est_4_138",""
"est_4_139",""
"est_4_14",""
"est_4_140",""
"est_4_142",""
"est_4_143",""
"est_4_145",""
"est_4_147",""
"est_4_148",""
"est_4_149",""
"est_4_15",""
"est_4_150",""
"est_4_151",""
"est_4_152",""
"est_4_154",""
"est_4_156",""
"est_4_158",""
"est_4_160",""
"est_4_161",""
"est_4_162",""
"est_4_163",""
"est_4_165",""
"est_4_166",""
"est_4_168",""
"est_4_169",""
"est_4_17",""
"est_4_173",""
"est_4_175",""
"est_4_176",""
"est_4_177",""
"est_4_178",""
"est_4_179",""
"est_4_18",""
"est_4_180",""
"est_4_181",""
"est_4_182",""
"est_4_183",""
"est_4_184",""
"est_4_185",""
"est_4_186",""
"est_4_187",""
"est_4_188",""
"est_4_19",""
"est_4_191",""
"est_4_192",""
"est_4_199",""
"est_4_2",""
"est_4_20",""
"est_4_200",""
"est_4_202",""
"est_4_203",""
"est_4_204",""
"est_4_205",""
"est_4_207",""
"est_4_208",""
"est_4_21",""
"est_4_210",""
"est_4_211",""
"est_4_212",""
"est_4_213",""
"est_4_214",""
"est_4_215",""
"est_4_216",""
"est_4_217",""
"est_4_218",""
"est_4_219",""
"est_4_22",""
"est_4_220",""
"est_4_221",""
"est_4_222",""
"est_4_223",""
"est_4_224",""
"est_4_225",""
"est_4_226",""
"est_4_227",""
"est_4_228",""
"est_4_229",""
"est_4_23",""
"est_4_230",""
"est_4_231",""
"est_4_232",""
"est_4_233",""
"est_4_234",""
"est_4_235",""
"est_4_236",""
"est_4_24",""
"est_4_25",""
"est_4_252",""
"est_4_253",""
"est_4_254",""
"est_4_255",""
"est_4_256",""
"est_4_257",""
"est_4_258",""
"est_4_259",""
"est_4_26",""
"est_4_260",""
"est_4_262",""
"est_4_263",""
"est_4_264",""
"est_4_265",""
"est_4_267",""
"est_4_268",""
"est_4_269",""
"est_4_27",""
"est_4_270",""
"est_4_271",""
"est_4_272",""
"est_4_273",""
"est_4_274",""
"est_4_275",""
"est_4_276",""
"est_4_277",""
"est_4_278",""
"est_4_279",""
"est_4_28",""
"est_4_280",""
"est_4_281",""
"est_4_282",""
"est_4_283",""
"est_4_284",""
"est_4_286",""
"est_4_287",""
"est_4_288",""
"est_4_289",""
"est_4_29",""
"est_4_290",""
"est_4_291",""
"est_4_292",""
"est_4_293",""
"est_4_294",""
"est_4_295",""
"est_4_296",""
"est_4_3",""
"est_4_30",""
"est_4_300",""
"est_4_305",""
"est_4_31",""
"est_4_32",""
"est_4_322",""
"est_4_323",""
"est_4_324",""
"est_4_325",""
"est_4_326",""
"est_4_33",""
"est_4_34",""
"est_4_345",""
"est_4_36",""
"est_4_37",""
"est_4_39",""
"est_4_4",""
"est_4_40",""
"est_4_41",""
"est_4_43",""
"est_4_44",""
"est_4_45",""
"est_4_46",""
"est_4_47",""
"est_4_49",""
"est_4_5",""
"est_4_50",""
"est_4_51",""
"est_4_52",""
"est_4_57",""
"est_4_58",""
"est_4_59",""
"est_4_6",""
"est_4_60",""
"est_4_62",""
"est_4_63",""
"est_4_65",""
"est_4_66",""
"est_4_67",""
"est_4_68",""
"est_4_69",""
"est_4_7",""
"est_4_70",""
"est_4_71",""
"est_4_72",""
"est_4_73",""
"est_4_74",""
"est_4_75",""
"est_4_76",""
"est_4_77",""
"est_4_78",""
"est_4_79",""
"est_4_8",""
"est_4_80",""
"est_4_83",""
"est_4_84",""
"est_4_86",""
"est_4_9",""
"est_4_90",""
"est_4_91",""
"est_4_93",""
"est_4_94",""
"est_4_95",""
"est_4_96",""
"est_4_97",""
"est_4_98",""
"est_4_99",""
"est_90_1","Calle de Valmojado 293"
"est_90_13","Calle del Ombu 16"
"est_90_14","Plaza de la Moncloa 1"
"est_90_18","Paseo de la Florida 2"
"est_90_21","Paseo de la Castellana 189"
"est_90_25","Calle de Agustín de Foxá 40"
"est_90_33","Ctra de Alcobendas a Barajas SN"
"est_90_34","Avda de la Hispanidad SN"
"est_90_36","Calle  Vía Lusitana 2"
"est_90_4","Avda de América 9 A"
"est_90_54","Avda de la Ciudad de Barcelona 2 B"
"est_90_58","Plaza de la Puerta del Sol 6"
"est_90_71","Calle de Raimundo Fernández Villaverde 67"
"par_4_1",""
"par_4_10",""
"par_4_100",""
"par_4_101",""
"par_4_102",""
"par_4_103",""
"par_4_104",""
"par_4_105",""
"par_4_106",""
"par_4_107",""
"par_4_108",""
"par_4_109",""
"par_4_11",""
"par_4_110",""
"par_4_111",""
"par_4_112",""
"par_4_113",""
"par_4_114",""
"par_4_115",""
"par_4_116",""
"par_4_117",""
"par_4_118",""
"par_4_119",""
"par_4_12",""
"par_4_120",""
"par_4_121",""
"par_4_122",""
"par_4_123",""
"par_4_124",""
"par_4_125",""
"par_4_126",""
"par_4_127",""
"par_4_128",""
"par_4_129",""
"par_4_13",""
"par_4_130",""
"par_4_132",""
"par_4_133",""
"par_4_134",""
"par_4_135",""
"par_4_136",""
"par_4_137",""
"par_4_138",""
"par_4_139",""
"par_4_14",""
"par_4_140",""
"par_4_141",""
"par_4_142",""
"par_4_143",""
"par_4_144",""
"par_4_145",""
"par_4_146",""
"par_4_147",""
"par_4_148",""
"par_4_149",""
"par_4_15",""
"par_4_150",""
"par_4_151",""
"par_4_152",""
"par_4_154",""
"par_4_155",""
"par_4_156",""
"par_4_157",""
"par_4_158",""
"par_4_159",""
"par_4_16",""
"par_4_160",""
"par_4_161",""
"par_4_162",""
"par_4_163",""
"par_4_164",""
"par_4_165",""
"par_4_166",""
"par_4_167",""
"par_4_168",""
"par_4_169",""
"par_4_17",""
"par_4_170",""
"par_4_171",""
"par_4_172",""
"par_4_173",""
"par_4_174",""
"par_4_175",""
"par_4_176",""
"par_4_177",""
"par_4_178",""
"par_4_179",""
"par_4_18",""
"par_4_180",""
"par_4_181",""
"par_4_182",""
"par_4_183",""
"par_4_184",""
"par_4_185",""
"par_4_186",""
"par_4_187",""
"par_4_188",""
"par_4_189",""
"par_4_19",""
"par_4_190",""
"par_4_191",""
"par_4_192",""
"par_4_193",""
"par_4_194",""
"par_4_195",""
"par_4_196",""
"par_4_197",""
"par_4_198",""
"par_4_199",""
"par_4_2",""
"par_4_20",""
"par_4_200",""
"par_4_201",""
"par_4_202",""
"par_4_203",""
"par_4_204",""
"par_4_205",""
"par_4_206",""
"par_4_207",""
"par_4_208",""
"par_4_209",""
"par_4_21",""
"par_4_210",""
"par_4_211",""
"par_4_212",""
"par_4_213",""
"par_4_214",""
"par_4_215",""
"par_4_216",""
"par_4_217",""
"par_4_218",""
"par_4_219",""
"par_4_22",""
"par_4_220",""
"par_4_221",""
"par_4_222",""
"par_4_223",""
"par_4_224",""
"par_4_225",""
"par_4_226",""
"par_4_227",""
"par_4_228",""
"par_4_229",""
"par_4_23",""
"par_4_230",""
"par_4_231",""
"par_4_232",""
"par_4_233",""
"par_4_234",""
"par_4_235",""
"par_4_236",""
"par_4_237",""
"par_4_238",""
"par_4_24",""
"par_4_25",""
"par_4_252",""
"par_4_253",""
"par_4_254",""
"par_4_255",""
"par_4_256",""
"par_4_257",""
"par_4_258",""
"par_4_259",""
"par_4_26",""
"par_4_260",""
"par_4_261",""
"par_4_262",""
"par_4_263",""
"par_4_264",""
"par_4_265",""
"par_4_266",""
"par_4_267",""
"par_4_268",""
"par_4_269",""
"par_4_27",""
"par_4_270",""
"par_4_271",""
"par_4_272",""
"par_4_273",""
"par_4_274",""
"par_4_275",""
"par_4_276",""
"par_4_277",""
"par_4_278",""
"par_4_279",""
"par_4_28",""
"par_4_280",""
"par_4_281",""
"par_4_282",""
"par_4_283",""
"par_4_284",""
"par_4_285",""
"par_4_286",""
"par_4_287",""
"par_4_288",""
"par_4_289",""
"par_4_29",""
"par_4_290",""
"par_4_291",""
"par_4_292",""
"par_4_293",""
"par_4_294",""
"par_4_295",""
"par_4_296",""
"par_4_3",""
"par_4_30",""
"par_4_300",""
"par_4_305",""
"par_4_31",""
"par_4_32",""
"par_4_322",""
"par_4_323",""
"par_4_324",""
"par_4_325",""
"par_4_326",""
"par_4_33",""
"par_4_34",""
"par_4_345",""
"par_4_35",""
"par_4_36",""
"par_4_37",""
"par_4_38",""
"par_4_39",""
"par_4_4",""
"par_4_40",""
"par_4_41",""
"par_4_42",""
"par_4_43",""
"par_4_44",""
"par_4_45",""
"par_4_46",""
"par_4_47",""
"par_4_48",""
"par_4_49",""
"par_4_5",""
"par_4_50",""
"par_4_51",""
"par_4_52",""
"par_4_53",""
"par_4_54",""
"par_4_55",""
"par_4_56",""
"par_4_57",""
"par_4_58",""
"par_4_59",""
"par_4_6",""
"par_4_60",""
"par_4_61",""
"par_4_62",""
"par_4_63",""
"par_4_64",""
"par_4_65",""
"par_4_66",""
"par_4_67",""
"par_4_68",""
"par_4_69",""
"par_4_7",""
"par_4_70",""
"par_4_71",""
"par_4_72",""
"par_4_73",""
"par_4_74",""
"par_4_75",""
"par_4_76",""
"par_4_77",""
"par_4_78",""
"par_4_79",""
"par_4_8",""
"par_4_80",""
"par_4_81",""
"par_4_82",""
"par_4_83",""
"par_4_84",""
"par_4_85",""
"par_4_86",""
"par_4_87",""
"par_4_88",""
"par_4_89",""
"par_4_9",""
"par_4_90",""
"par_4_91",""
"par_4_92",""
"par_4_93",""
"par_4_94",""
"par_4_95",""
"par_4_96",""
"par_4_97",""
"par_4_98",""
"par_4_99",""
