"shape_id","shape_pt_lat","shape_pt_lon","shape_pt_sequence"
"4__10_A___1__IT_1","40.3857511806872","-3.78089788504321","17000137"
"4__10_A___1__IT_1","40.3857878096595","-3.78079663588737","17000136"
"4__10_A___1__IT_1","40.3858185802641","-3.78070921764942","17000135"
"4__10_A___1__IT_1","40.3858793142807","-3.78053354808692","17000134"
"4__10_A___1__IT_1","40.3859239884238","-3.78040140475428","17000133"
"4__10_A___1__IT_1","40.3860322098457","-3.78007748496658","17000132"
"4__10_A___1__IT_1","40.3861121724265","-3.7798424200991","17000131"
"4__10_A___1__IT_1","40.3861393678609","-3.77976403513123","17000130"
"4__10_A___1__IT_1","40.3861671029659","-3.77968577178295","17000129"
"4__10_A___1__IT_1","40.3862095984966","-3.77956915273835","17000128"
"4__10_A___1__IT_1","40.386267757419","-3.77941465716543","17000127"
"4__10_A___1__IT_1","40.386312941988","-3.77930042862712","17000126"
"4__10_A___1__IT_1","40.3863440816107","-3.77922479372329","17000125"
"4__10_A___1__IT_1","40.3863759387696","-3.77914975845597","17000124"
"4__10_A___1__IT_1","40.3864086016408","-3.77907520602333","17000123"
"4__10_A___1__IT_1","40.3864420738682","-3.77900113057457","17000122"
"4__10_A___1__IT_1","40.3864765331004","-3.77892777449987","17000121"
"4__10_A___1__IT_1","40.3864969951256","-3.7788859509242","17000120"
"4__10_A___1__IT_1","40.3865120667356","-3.77885513644757","17000119"
"4__10_A___1__IT_1","40.3865484955924","-3.7787833357026","17000118"
"4__10_A___1__IT_1","40.3866047942023","-3.77867724108353","17000117"
"4__10_A___1__IT_1","40.3866435534495","-3.77860746868659","17000116"
"4__10_A___1__IT_1","40.3867030729192","-3.77850494536271","17000115"
"4__10_A___1__IT_1","40.3867439781023","-3.77843743599361","17000114"
"4__10_A___1__IT_1","40.3868068974901","-3.77833825156178","17000113"
"4__10_A___1__IT_1","40.3868500388185","-3.77827312289203","17000112"
"4__10_A___1__IT_1","40.3868940744806","-3.77820883150958","17000111"
"4__10_A___1__IT_1","40.3869617362991","-3.77811429491988","17000110"
"4__10_A___1__IT_1","40.3870312766397","-3.77802213728437","17000109"
"4__10_A___1__IT_1","40.3870786184278","-3.77796200604229","17000108"
"4__10_A___1__IT_1","40.3871510150571","-3.7778736522955","17000107"
"4__10_A___1__IT_1","40.3872004128522","-3.77781589967237","17000106"
"4__10_A___1__IT_1","40.3872755724387","-3.77773169983956","17000105"
"4__10_A___1__IT_1","40.3873267538392","-3.77767691179261","17000104"
"4__10_A___1__IT_1","40.3874044964478","-3.77759709944696","17000103"
"4__10_A___1__IT_1","40.3874835747322","-3.77752001327579","17000102"
"4__10_A___1__IT_1","40.3875372432987","-3.77747020304877","17000101"
"4__10_A___1__IT_1","40.3875915336005","-3.7774215792543","17000100"
"4__10_A___1__IT_1","40.3876464458645","-3.77737437635536","17000099"
"4__10_A___1__IT_1","40.3877299719665","-3.77730570473139","17000098"
"4__10_A___1__IT_1","40.3877863958089","-3.77726146448878","17000097"
"4__10_A___1__IT_1","40.3878434421927","-3.77721829169893","17000096"
"4__10_A___1__IT_1","40.3879010213784","-3.77717653643222","17000095"
"4__10_A___1__IT_1","40.3879590404485","-3.77713608333883","17000094"
"4__10_A___1__IT_1","40.3880175920814","-3.77709681566744","17000093"
"4__10_A___1__IT_1","40.3880766772881","-3.7770588512511","17000092"
"4__10_A___1__IT_1","40.3881362933913","-3.77702218652698","17000091"
"4__10_A___1__IT_1","40.3881964405947","-3.77698705949532","17000090"
"4__10_A___1__IT_1","40.3882569377143","-3.77695335143595","17000089"
"4__10_A___1__IT_1","40.3883180567105","-3.77692094530131","17000088"
"4__10_A___1__IT_1","40.3884106205861","-3.77687464424027","17000087"
"4__10_A___1__IT_1","40.3884728892779","-3.77684543231128","17000086"
"4__10_A___1__IT_1","40.3885355987657","-3.77681752259267","17000085"
"4__10_A___1__IT_1","40.388598571719","-3.77679102733565","17000084"
"4__10_A___1__IT_1","40.3886619845534","-3.77676583664152","17000083"
"4__10_A___1__IT_1","40.3887252955532","-3.77674252750059","17000082"
"4__10_A___1__IT_1","40.3888207395302","-3.77671004401488","17000081"
"4__10_A___1__IT_1","40.3888847472286","-3.77669004175117","17000080"
"4__10_A___1__IT_1","40.388949014088","-3.7766716930966","17000079"
"4__10_A___1__IT_1","40.3890136351674","-3.77665452668598","17000078"
"4__10_A___1__IT_1","40.3890781550904","-3.77663900739709","17000077"
"4__10_A___1__IT_1","40.3891429349833","-3.77662502156196","17000076"
"4__10_A___1__IT_1","40.3892077945461","-3.77661245282714","17000075"
"4__10_A___1__IT_1","40.3893055614424","-3.77659613714863","17000074"
"4__10_A___1__IT_1","40.3893709395676","-3.77658710895982","17000073"
"4__10_A___1__IT_1","40.3894366650536","-3.77657961406911","17000072"
"4__10_A___1__IT_1","40.3895026538641","-3.77657342176319","17000071"
"4__10_A___1__IT_1","40.3895687224873","-3.77656875969048","17000070"
"4__10_A___1__IT_1","40.3896239636422","-3.77656643453926","17000069"
"4__10_A___1__IT_1","40.3896677609433","-3.77656459296482","17000068"
"4__10_A___1__IT_1","40.3897338933191","-3.77656358409297","17000067"
"4__10_A___1__IT_1","40.3897996560843","-3.77656422048598","17000066"
"4__10_A___1__IT_1","40.3898981917885","-3.77656770642691","17000065"
"4__10_A___1__IT_1","40.3899967087129","-3.77657425673005","17000064"
"4__10_A___1__IT_1","40.390062342394","-3.77658043050243","17000063"
"4__10_A___1__IT_1","40.3900952032692","-3.77658386901114","17000062"
"4__10_A___1__IT_1","40.3902178014601","-3.77659953271114","17000061"
"4__10_A___1__IT_1","40.3904218481314","-3.77662803110175","17000060"
"4__10_A___1__IT_1","40.3905441556006","-3.77664687168453","17000059"
"4__10_A___1__IT_1","40.3918872529316","-3.77684549881774","17000058"
"4__10_A___1__IT_1","40.3923334800509","-3.77691153844101","17000057"
"4__10_A___1__IT_1","40.3927815968219","-3.77697830413291","17000056"
"4__10_A___1__IT_1","40.3932289932915","-3.77704459352139","17000055"
"4__10_A___1__IT_1","40.3936769437679","-3.7771090025834","17000054"
"4__10_A___1__IT_1","40.3937270816379","-3.77711546926027","17000053"
"4__10_A___1__IT_1","40.3938277294545","-3.77712652518891","17000052"
"4__10_A___1__IT_1","40.3939536021671","-3.77713751413601","17000051"
"4__10_A___1__IT_1","40.3940511375702","-3.77714263933892","17000050"
"4__10_A___1__IT_1","40.3941161707976","-3.77714444513535","17000049"
"4__10_A___1__IT_1","40.3941246390412","-3.77714448475823","17000048"
"4__10_A___1__IT_1","40.3941812143026","-3.7771447216226","17000047"
"4__10_A___1__IT_1","40.3942464484943","-3.77714370299551","17000046"
"4__10_A___1__IT_1","40.3942789796476","-3.777142308379","17000045"
"4__10_A___1__IT_1","40.39434441537","-3.77713811300883","17000044"
"4__10_A___1__IT_1","40.3943769560252","-3.77713530453498","17000043"
"4__10_A___1__IT_1","40.3944421402903","-3.77712804149551","17000042"
"4__10_A___1__IT_1","40.3944746037567","-3.77712358132231","17000041"
"4__10_A___1__IT_1","40.3945395391494","-3.77711313397773","17000040"
"4__10_A___1__IT_1","40.3945719210077","-3.7771071434128","17000039"
"4__10_A___1__IT_1","40.3946035879659","-3.77710055429211","17000038"
"4__10_A___1__IT_1","40.3946672006076","-3.7770858497944","17000037"
"4__10_A___1__IT_1","40.3947303779824","-3.77706901931102","17000036"
"4__10_A___1__IT_1","40.3947932092882","-3.77705006150508","17000035"
"4__10_A___1__IT_1","40.3948556035","-3.77702898121609","17000034"
"4__10_A___1__IT_1","40.394917741732","-3.77700577345065","17000033"
"4__10_A___1__IT_1","40.3949488158834","-3.77699328587602","17000032"
"4__10_A___1__IT_1","40.394979625644","-3.77698032510419","17000031"
"4__10_A___1__IT_1","40.3950412525321","-3.77695263613975","17000030"
"4__10_A___1__IT_1","40.395102261503","-3.77692305354116","17000029"
"4__10_A___1__IT_1","40.3951625666245","-3.77689122635658","17000028"
"4__10_A___1__IT_1","40.3952222529486","-3.77685750198365","17000027"
"4__10_A___1__IT_1","40.3952812336023","-3.776821535351","17000026"
"4__10_A___1__IT_1","40.3953394185555","-3.77678331717094","17000025"
"4__10_A___1__IT_1","40.3953968947855","-3.77674344466842","17000024"
"4__10_A___1__IT_1","40.395453571135","-3.7767016740588","17000023"
"4__10_A___1__IT_1","40.39548146327","-3.7766801979769","17000022"
"4__10_A___1__IT_1","40.3955370785895","-3.77663570610836","17000021"
"4__10_A___1__IT_1","40.3955645297988","-3.77661280974124","17000020"
"4__10_A___1__IT_1","40.3956182690703","-3.77656581937268","17000019"
"4__10_A___1__IT_1","40.3956710283479","-3.77651705371926","17000018"
"4__10_A___1__IT_1","40.3957228119304","-3.77646627480644","17000017"
"4__10_A___1__IT_1","40.3957736147549","-3.77641383371495","17000016"
"4__10_A___1__IT_1","40.3958232574353","-3.77635961172841","17000015"
"4__10_A___1__IT_1","40.3958720119196","-3.77630349295785","17000014"
"4__10_A___1__IT_1","40.3959196973409","-3.77624571334669","17000013"
"4__10_A___1__IT_1","40.3959663119111","-3.77618627051691","17000012"
"4__10_A___1__IT_1","40.396011858432","-3.77612528351142","17000011"
"4__10_A___1__IT_1","40.3960561497318","-3.77606298820385","17000010"
"4__10_A___1__IT_1","40.3960992818912","-3.77599902866345","17000009"
"4__10_A___1__IT_1","40.3961407102244","-3.77593375331557","17000008"
"4__10_A___1__IT_1","40.396181516759","-3.77586729005992","17000007"
"4__10_A___1__IT_1","40.3962214288389","-3.77579999398027","17000006"
"4__10_A___1__IT_1","40.3962795926902","-3.77569732392339","17000005"
"4__10_A___1__IT_1","40.396317266715","-3.77562776076814","17000004"
"4__10_A___1__IT_1","40.3964223128215","-3.7754260576103","17000003"
"4__10_A___1__IT_1","40.3965179861885","-3.77523850423444","17000002"
"4__10_A___1__IT_1","40.3966700760864","-3.77493341895671","16000096"
"4__10_A___1__IT_1","40.3966700760864","-3.77493341895671","17000001"
"4__10_A___1__IT_1","40.3972142741916","-3.77384177748312","16000095"
"4__10_A___1__IT_1","40.3972626917828","-3.77374158032666","16000094"
"4__10_A___1__IT_1","40.3973039187796","-3.77365261644745","16000093"
"4__10_A___1__IT_1","40.3973363042224","-3.77357886986669","16000092"
"4__10_A___1__IT_1","40.3973769591899","-3.77348058788643","16000091"
"4__10_A___1__IT_1","40.3974175684624","-3.77337605998152","16000090"
"4__10_A___1__IT_1","40.3974528075342","-3.77327972135891","16000089"
"4__10_A___1__IT_1","40.3975792842575","-3.77291705689611","16000088"
"4__10_A___1__IT_1","40.397586078938","-3.77289804519401","16000087"
"4__10_A___1__IT_1","40.3975893840547","-3.77288865612274","16000086"
"4__10_A___1__IT_1","40.3975959066701","-3.7728696424822","16000085"
"4__10_A___1__IT_1","40.3976022534008","-3.77285038997667","16000084"
"4__10_A___1__IT_1","40.3976052890661","-3.77284087762714","16000083"
"4__10_A___1__IT_1","40.3976113637316","-3.77282162318366","16000082"
"4__10_A___1__IT_1","40.3976144950805","-3.7728114084454","16000081"
"4__10_A___1__IT_1","40.3976720962114","-3.77264438646907","16000080"
