"shape_id","shape_pt_lat","shape_pt_lon","shape_pt_sequence"
"4__1____1__IT_1","40.4070380656772","-3.68866345650055","18000009"
"4__1____1__IT_1","40.4070380656772","-3.68866345650055","19000001"
"4__1____1__IT_1","40.4072450864208","-3.68897366388811","18000008"
"4__1____1__IT_1","40.4078288555203","-3.68985514160632","18000007"
"4__1____1__IT_1","40.408188079973","-3.69039385087742","18000006"
"4__1____1__IT_1","40.4083125532956","-3.69058051917817","18000005"
"4__1____1__IT_1","40.4084769089817","-3.69083240096227","18000004"
"4__1____1__IT_1","40.4086222020521","-3.69106299521947","18000003"
"4__1____1__IT_1","40.408766876952","-3.69130619352558","18000002"
"4__1____1__IT_1","40.4088405921396","-3.69143705826201","17000296"
"4__1____1__IT_1","40.4088405921396","-3.69143705826201","18000001"
"4__1____1__IT_1","40.4089134334986","-3.69156638339128","17000295"
"4__1____1__IT_1","40.4090376308662","-3.69179900397871","17000294"
"4__1____1__IT_1","40.4090458258168","-3.69181476158429","17000293"
"4__1____1__IT_1","40.4090538413002","-3.69183039949976","17000292"
"4__1____1__IT_1","40.4090619457489","-3.69184592400948","17000291"
"4__1____1__IT_1","40.4090701397921","-3.69186168161715","17000290"
"4__1____1__IT_1","40.40907815617","-3.69187731955299","17000289"
"4__1____1__IT_1","40.409086168237","-3.69189307530464","17000288"
"4__1____1__IT_1","40.4091022000599","-3.69192435472105","17000287"
"4__1____1__IT_1","40.4091262416188","-3.69197162561139","17000286"
"4__1____1__IT_1","40.4091341644886","-3.69198738047186","17000285"
"4__1____1__IT_1","40.4091421792429","-3.69200313627717","17000284"
"4__1____1__IT_1","40.4091501020871","-3.6920188946805","17000283"
"4__1____1__IT_1","40.4091578481881","-3.69203452988505","17000282"
"4__1____1__IT_1","40.4091656823748","-3.69205004813911","17000281"
"4__1____1__IT_1","40.409173428269","-3.69206556667091","17000280"
"4__1____1__IT_1","40.4091812610266","-3.69208132298745","17000279"
"4__1____1__IT_1","40.4091967504996","-3.69211259457952","17000278"
"4__1____1__IT_1","40.4092044030805","-3.69212834906113","17000277"
"4__1____1__IT_1","40.4092120590813","-3.69214398336777","17000276"
"4__1____1__IT_1","40.409219711672","-3.69215973549947","17000275"
"4__1____1__IT_1","40.4092272757747","-3.69217537005026","17000274"
"4__1____1__IT_1","40.4092349310494","-3.69219112457371","17000273"
"4__1____1__IT_1","40.409242582928","-3.69220699456532","17000272"
"4__1____1__IT_1","40.4092500553398","-3.69222274486519","17000271"
"4__1____1__IT_1","40.4092576198103","-3.69223861750402","17000270"
"4__1____1__IT_1","40.40926509242","-3.69225448449091","17000269"
"4__1____1__IT_1","40.4092726542047","-3.69227035357363","17000268"
"4__1____1__IT_1","40.4092800393993","-3.69228622438609","17000267"
"4__1____1__IT_1","40.4092875110944","-3.69230209255271","17000266"
"4__1____1__IT_1","40.4092948928834","-3.69231808001526","17000265"
"4__1____1__IT_1","40.4093021853049","-3.69233394635175","17000264"
"4__1____1__IT_1","40.4093095671106","-3.69234993028574","17000263"
"4__1____1__IT_1","40.4093168571942","-3.69236603585414","17000262"
"4__1____1__IT_1","40.4093241516129","-3.69238201889953","17000261"
"4__1____1__IT_1","40.4093315333836","-3.69239800755789","17000260"
"4__1____1__IT_1","40.4093387350102","-3.69241398965919","17000259"
"4__1____1__IT_1","40.4093531368168","-3.69244619428487","17000258"
"4__1____1__IT_1","40.4093603384154","-3.69246217993185","17000257"
"4__1____1__IT_1","40.4093674499409","-3.69247816230185","17000256"
"4__1____1__IT_1","40.4093746522409","-3.69249403010608","17000255"
"4__1____1__IT_1","40.409381853141","-3.69251013125571","17000254"
"4__1____1__IT_1","40.409396077063","-3.69254209838545","17000253"
"4__1____1__IT_1","40.4094102986632","-3.69257430121846","17000252"
"4__1____1__IT_1","40.409417320095","-3.69259028150994","17000251"
"4__1____1__IT_1","40.4094243416911","-3.69260638437752","17000250"
"4__1____1__IT_1","40.4094313617064","-3.69262260037482","17000249"
"4__1____1__IT_1","40.40943829322","-3.692638701147","17000248"
"4__1____1__IT_1","40.4094523346228","-3.69267090217297","17000247"
"4__1____1__IT_1","40.4094591719299","-3.69268723770298","17000246"
"4__1____1__IT_1","40.4094661034555","-3.69270333495283","17000245"
"4__1____1__IT_1","40.4094934654203","-3.69276819992915","17000244"
"4__1____1__IT_1","40.4095003027134","-3.69278453547881","17000243"
"4__1____1__IT_1","40.4095070526217","-3.69280087013567","17000242"
"4__1____1__IT_1","40.409513803255","-3.69281708341056","17000241"
"4__1____1__IT_1","40.4095204623674","-3.6928335349998","17000240"
"4__1____1__IT_1","40.4095272095874","-3.69284986610316","17000239"
"4__1____1__IT_1","40.4095405292128","-3.69288253359821","17000238"
"4__1____1__IT_1","40.4095470962556","-3.69289886286338","17000237"
"4__1____1__IT_1","40.4095537560625","-3.69291519661888","17000236"
"4__1____1__IT_1","40.4095604144615","-3.6929317648987","17000235"
"4__1____1__IT_1","40.4095668923131","-3.69294809325865","17000234"
"4__1____1__IT_1","40.4095735507002","-3.69296466272339","17000233"
"4__1____1__IT_1","40.4095802104977","-3.69298099649166","17000232"
"4__1____1__IT_1","40.4096068423836","-3.69304679470063","17000231"
"4__1____1__IT_1","40.4096135915479","-3.693063247259","17000230"
"4__1____1__IT_1","40.4096535415186","-3.6931619488363","17000229"
"4__1____1__IT_1","40.4096602906733","-3.69317840023887","17000228"
"4__1____1__IT_1","40.4096935814959","-3.69326065027539","17000227"
"4__1____1__IT_1","40.4097003306293","-3.69327710287594","17000226"
"4__1____1__IT_1","40.4097269641247","-3.6933429048709","17000225"
"4__1____1__IT_1","40.4097337139741","-3.69335923610206","17000224"
"4__1____1__IT_1","40.4097403688922","-3.69337592347001","17000223"
"4__1____1__IT_1","40.4097469385527","-3.69339225521548","17000222"
"4__1____1__IT_1","40.4097535977762","-3.69340882477675","17000221"
"4__1____1__IT_1","40.4097601640368","-3.69342527199398","17000220"
"4__1____1__IT_1","40.4097668237682","-3.69344160585212","17000219"
"4__1____1__IT_1","40.4097734820906","-3.69345817423531","17000218"
"4__1____1__IT_1","40.409780049245","-3.69347462147136","17000217"
"4__1____1__IT_1","40.4097867089693","-3.6934909553391","17000216"
"4__1____1__IT_1","40.4097933679844","-3.69350740706025","17000215"
"4__1____1__IT_1","40.4098000236089","-3.69352397307159","17000214"
"4__1____1__IT_1","40.4098065932411","-3.69354030602416","17000213"
"4__1____1__IT_1","40.4098132529631","-3.69355663872621","17000212"
"4__1____1__IT_1","40.4098199101882","-3.6935730869062","17000211"
"4__1____1__IT_1","40.4098265684845","-3.69358965649367","17000210"
"4__1____1__IT_1","40.4098331374003","-3.69360610730924","17000209"
"4__1____1__IT_1","40.4098397944245","-3.69362243763934","17000208"
"4__1____1__IT_1","40.4098464534276","-3.69363888820768","17000207"
"4__1____1__IT_1","40.4098531117143","-3.69365545780805","17000206"
"4__1____1__IT_1","40.409859678819","-3.69367190861788","17000205"
"4__1____1__IT_1","40.4098663385362","-3.69368823898853","17000204"
"4__1____1__IT_1","40.4098796547125","-3.69372114131415","17000203"
"4__1____1__IT_1","40.4098863130084","-3.69373770739514","17000202"
"4__1____1__IT_1","40.4098928819029","-3.69375415823943","17000201"
"4__1____1__IT_1","40.4098995388846","-3.69377049213386","17000200"
"4__1____1__IT_1","40.40991285686","-3.6938033909746","17000199"
"4__1____1__IT_1","40.4099195151228","-3.69381996060724","17000198"
"4__1____1__IT_1","40.4099260822249","-3.69383640791348","17000197"
"4__1____1__IT_1","40.4099327418973","-3.69385274185167","17000196"
"4__1____1__IT_1","40.4099593750603","-3.6939185442966","17000195"
"4__1____1__IT_1","40.4099660329405","-3.6939348746968","17000194"
"4__1____1__IT_1","40.4099726011062","-3.69395144225139","17000193"
"4__1____1__IT_1","40.4099925773857","-3.69400044057956","17000192"
"4__1____1__IT_1","40.4099992363273","-3.69401689240032","17000191"
"4__1____1__IT_1","40.4100058941933","-3.69403322281971","17000190"
"4__1____1__IT_1","40.41001264463","-3.69404943987122","17000189"
"4__1____1__IT_1","40.4100193943569","-3.69406577477653","17000188"
"4__1____1__IT_1","40.4100261439093","-3.69408198828972","17000187"
"4__1____1__IT_1","40.4100328017449","-3.69409832225745","17000186"
"4__1____1__IT_1","40.410039641571","-3.69411465456251","17000185"
"4__1____1__IT_1","40.4100463917957","-3.69413075494876","17000184"
"4__1____1__IT_1","40.4100532323247","-3.69414696940968","17000183"
"4__1____1__IT_1","40.4100600694201","-3.69416330523229","17000182"
"4__1____1__IT_1","40.4100670000082","-3.69417952416092","17000181"
"4__1____1__IT_1","40.4100738396294","-3.69419573862241","17000180"
"4__1____1__IT_1","40.4100806808356","-3.69421183878124","17000179"
"4__1____1__IT_1","40.4100876121386","-3.69422793751203","17000178"
"4__1____1__IT_1","40.4100945418167","-3.69424415644456","17000177"
"4__1____1__IT_1","40.4101014731222","-3.6942602540034","17000176"
"4__1____1__IT_1","40.4101084928806","-3.69427647386831","17000175"
"4__1____1__IT_1","40.410115421472","-3.69429257258448","17000174"
"4__1____1__IT_1","40.4101224426412","-3.69430855675454","17000173"
"4__1____1__IT_1","40.4101294640155","-3.6943246564309","17000172"
"4__1____1__IT_1","40.4101365745576","-3.69434075938422","17000171"
"4__1____1__IT_1","40.4101435950336","-3.69435685787951","17000170"
"4__1____1__IT_1","40.4101507062717","-3.69437284416723","17000169"
"4__1____1__IT_1","40.410157727644","-3.69438894267843","17000168"
"4__1____1__IT_1","40.4101719501374","-3.69442091055656","17000167"
"4__1____1__IT_1","40.4101791507508","-3.69443701445601","17000166"
"4__1____1__IT_1","40.4101862628998","-3.69445299723423","17000165"
"4__1____1__IT_1","40.4101934649385","-3.69446886308168","17000164"
"4__1____1__IT_1","40.410200576168","-3.69448484821436","17000163"
"4__1____1__IT_1","40.4102079583723","-3.6945007159207","17000162"
"4__1____1__IT_1","40.4102151600682","-3.69451693770658","17000161"
"4__1____1__IT_1","40.4102221787104","-3.69453303739864","17000160"
"4__1____1__IT_1","40.4102293820105","-3.69454914134966","17000159"
"4__1____1__IT_1","40.410236492542","-3.69456524081461","17000158"
"4__1____1__IT_1","40.4102436931279","-3.69458134592315","17000157"
"4__1____1__IT_1","40.4102508036548","-3.69459744539484","17000156"
"4__1____1__IT_1","40.4102580042432","-3.69461354933168","17000155"
"4__1____1__IT_1","40.4102651147585","-3.69462964998864","17000154"
"4__1____1__IT_1","40.410279515938","-3.6946618555223","17000153"
"4__1____1__IT_1","40.4102865372482","-3.69467795762938","17000152"
"4__1____1__IT_1","40.4102937378464","-3.69469405804767","17000151"
"4__1____1__IT_1","40.4103008483362","-3.69471016107855","17000150"
"4__1____1__IT_1","40.4103152494929","-3.69474236664621","17000149"
"4__1____1__IT_1","40.410322269905","-3.69475846640377","17000148"
"4__1____1__IT_1","40.4103294704706","-3.6947745703746","17000147"
"4__1____1__IT_1","40.410336581871","-3.69479066989608","17000146"
"4__1____1__IT_1","40.4103509830049","-3.69482287549772","17000145"
"4__1____1__IT_1","40.4103580033914","-3.69483897762909","17000144"
"4__1____1__IT_1","40.4103652039598","-3.69485507925989","17000143"
"4__1____1__IT_1","40.4103723144268","-3.69487118232453","17000142"
"4__1____1__IT_1","40.4103867164458","-3.69490338679091","17000141"
"4__1____1__IT_1","40.4103937368351","-3.69491948658203","17000140"
"4__1____1__IT_1","40.4104081379326","-3.69495169223803","17000139"
"4__1____1__IT_1","40.4104151583009","-3.69496779439624","17000138"
"4__1____1__IT_1","40.4104223588581","-3.6949838948757","17000137"
"4__1____1__IT_1","40.4104294702005","-3.69499999915514","17000136"
"4__1____1__IT_1","40.4104366714616","-3.69501598179011","17000135"
"4__1____1__IT_1","40.4104436031456","-3.69503184851083","17000134"
"4__1____1__IT_1","40.4104505364579","-3.69504759385718","17000133"
"4__1____1__IT_1","40.4104573787823","-3.69506333827063","17000132"
"4__1____1__IT_1","40.4104643113676","-3.69507920383176","17000131"
"4__1____1__IT_1","40.4104711545884","-3.69509494826085","17000130"
"4__1____1__IT_1","40.4104780851895","-3.6951106935922","17000129"
"4__1____1__IT_1","40.4104849275051","-3.69512643801839","17000128"
"4__1____1__IT_1","40.4104918607831","-3.6951421869195","17000127"
"4__1____1__IT_1","40.4104987030943","-3.69515793135204","17000126"
"4__1____1__IT_1","40.4105056363892","-3.69517367672402","17000125"
"4__1____1__IT_1","40.4105193200787","-3.69520516913126","17000124"
"4__1____1__IT_1","40.4105262524662","-3.69522091450355","17000123"
"4__1____1__IT_1","40.4105330942359","-3.69523689702119","17000122"
"4__1____1__IT_1","40.4105399381436","-3.69525252363062","17000121"
"4__1____1__IT_1","40.4105468705245","-3.6952682690125","17000120"
"4__1____1__IT_1","40.4105537136979","-3.6952840170153","17000119"
"4__1____1__IT_1","40.4105673959607","-3.69531574163449","17000118"
"4__1____1__IT_1","40.4105742389354","-3.69533137178601","17000117"
"4__1____1__IT_1","40.4105810821213","-3.69534711626593","17000116"
"4__1____1__IT_1","40.41058801539","-3.69536286167627","17000115"
"4__1____1__IT_1","40.4105948562389","-3.69537884421344","17000114"
"4__1____1__IT_1","40.4106016974246","-3.69539447082353","17000113"
"4__1____1__IT_1","40.4106153823449","-3.69542619787219","17000112"
"4__1____1__IT_1","40.4106222253186","-3.69544182568882","17000111"
"4__1____1__IT_1","40.4106359075232","-3.69547355272877","17000110"
"4__1____1__IT_1","40.4106426606044","-3.69548929630986","17000109"
"4__1____1__IT_1","40.4106495030596","-3.69550515867318","17000108"
"4__1____1__IT_1","40.4106563452993","-3.69552090671431","17000107"
"4__1____1__IT_1","40.4106631877572","-3.69553676790547","17000106"
"4__1____1__IT_1","40.410670028914","-3.69555239572567","17000105"
"4__1____1__IT_1","40.4106768713462","-3.69556826045875","17000104"
"4__1____1__IT_1","40.4106836237053","-3.69558412191045","17000103"
"4__1____1__IT_1","40.4106904659554","-3.69559986643186","17000102"
"4__1____1__IT_1","40.4106973083739","-3.69561573235301","17000101"
"4__1____1__IT_1","40.4107041488179","-3.69563147686222","17000100"
"4__1____1__IT_1","40.4107110806149","-3.69564746039061","17000099"
"4__1____1__IT_1","40.410717832254","-3.69566343970991","17000098"
"4__1____1__IT_1","40.410724763876","-3.69567930184817","17000097"
"4__1____1__IT_1","40.4107316949501","-3.69569540441658","17000096"
"4__1____1__IT_1","40.4107385364757","-3.69571126681213","17000095"
"4__1____1__IT_1","40.4107454655589","-3.6957272503289","17000094"
"4__1____1__IT_1","40.4107523072717","-3.69574323059197","17000093"
"4__1____1__IT_1","40.4107592390531","-3.69575921414306","17000092"
"4__1____1__IT_1","40.4107660805697","-3.69577507655145","17000091"
"4__1____1__IT_1","40.41077301307","-3.69579093990014","17000090"
"4__1____1__IT_1","40.4107799432345","-3.69580704130356","17000089"
"4__1____1__IT_1","40.4107867849432","-3.69582302040424","17000088"
"4__1____1__IT_1","40.410793714713","-3.69583888727037","17000087"
"4__1____1__IT_1","40.4108005564101","-3.695854867556","17000086"
"4__1____1__IT_1","40.4108144204711","-3.69588659663672","17000085"
"4__1____1__IT_1","40.4108213506363","-3.69590269570266","17000084"
"4__1____1__IT_1","40.4108281923103","-3.69591867835824","17000083"
"4__1____1__IT_1","40.410835124599","-3.69593442387481","17000082"
"4__1____1__IT_1","40.4108420529416","-3.69595052528901","17000081"
"4__1____1__IT_1","40.410848894623","-3.69596650559723","17000080"
"4__1____1__IT_1","40.410855827806","-3.69598225113276","17000079"
"4__1____1__IT_1","40.410876621255","-3.69603019956632","17000078"
"4__1____1__IT_1","40.4108834629252","-3.69604617989068","17000077"
"4__1____1__IT_1","40.4108903933947","-3.69606192541449","17000076"
"4__1____1__IT_1","40.4109042559789","-3.69609389028352","17000075"
"4__1____1__IT_1","40.4109111875196","-3.6961097560447","17000074"
"4__1____1__IT_1","40.4109181192637","-3.69612573731347","17000073"
"4__1____1__IT_1","40.4109250508142","-3.6961416007241","17000072"
"4__1____1__IT_1","40.4109319825396","-3.69615758435642","17000071"
"4__1____1__IT_1","40.4109389140856","-3.69617344777352","17000070"
"4__1____1__IT_1","40.410945843104","-3.6961894313845","17000069"
"4__1____1__IT_1","40.4109527755465","-3.69620529481737","17000068"
"4__1____1__IT_1","40.4109597063762","-3.69622127609636","17000067"
"4__1____1__IT_1","40.4109666388001","-3.69623714189276","17000066"
"4__1____1__IT_1","40.4109736582909","-3.69625335981111","17000065"
"4__1____1__IT_1","40.4109806793758","-3.69626946224692","17000064"
"4__1____1__IT_1","40.4109876988692","-3.69628567899343","17000063"
"4__1____1__IT_1","40.4110017401409","-3.69631788151537","17000062"
"4__1____1__IT_1","40.411008759606","-3.69633410180747","17000061"
"4__1____1__IT_1","40.4110157806795","-3.69635020425993","17000060"
"4__1____1__IT_1","40.4110228001542","-3.69636642220168","17000059"
"4__1____1__IT_1","40.4110368387076","-3.69639862355054","17000058"
"4__1____1__IT_1","40.4110438590621","-3.69641484386863","17000057"
"4__1____1__IT_1","40.4110508792375","-3.69643094397142","17000056"
"4__1____1__IT_1","40.4110649190554","-3.69646338107946","17000055"
"4__1____1__IT_1","40.4110718484149","-3.6964796004729","17000054"
"4__1____1__IT_1","40.4110788701919","-3.6964955827459","17000053"
"4__1____1__IT_1","40.4110858896317","-3.69651180307476","17000052"
"4__1____1__IT_1","40.4110929098005","-3.69652790201897","17000051"
"4__1____1__IT_1","40.4110999294265","-3.6965442402162","17000050"
"4__1____1__IT_1","40.4111068587745","-3.69656045962622","17000049"
"4__1____1__IT_1","40.4111138805401","-3.69657644191581","17000048"
"4__1____1__IT_1","40.4111208992584","-3.6965927801138","17000047"
"4__1____1__IT_1","40.4111278275291","-3.69660887812716","17000046"
"4__1____1__IT_1","40.4111418672891","-3.69664131648719","17000045"
"4__1____1__IT_1","40.4111487973333","-3.69665741806462","17000044"
"4__1____1__IT_1","40.4111558167714","-3.69667363489126","17000043"
"4__1____1__IT_1","40.4111627470017","-3.6966898543371","17000042"
"4__1____1__IT_1","40.4111697678483","-3.69670583664389","17000041"
"4__1____1__IT_1","40.4111767874488","-3.69672217487796","17000040"
"4__1____1__IT_1","40.4111837167927","-3.69673839078886","17000039"
"4__1____1__IT_1","40.411190737809","-3.69675449332451","17000038"
"4__1____1__IT_1","40.411197667127","-3.69677071277762","17000037"
"4__1____1__IT_1","40.4112117055588","-3.69680291547129","17000036"
"4__1____1__IT_1","40.4112188159619","-3.69681913326647","17000035"
"4__1____1__IT_1","40.4112258367691","-3.69683511913538","17000034"
"4__1____1__IT_1","40.4112329476874","-3.69685110122273","17000033"
"4__1____1__IT_1","40.4112473482379","-3.69688330768548","17000032"
"4__1____1__IT_1","40.4112545526401","-3.69689917406598","17000031"
"4__1____1__IT_1","40.4112618436979","-3.69691516156103","17000030"
"4__1____1__IT_1","40.4112689545979","-3.69693114484376","17000029"
"4__1____1__IT_1","40.4112763364465","-3.69694701542231","17000028"
"4__1____1__IT_1","40.4112836282222","-3.69696288271785","17000027"
"4__1____1__IT_1","40.4112910084694","-3.69697886878966","17000026"
"4__1____1__IT_1","40.4112983910147","-3.69699462270434","17000025"
"4__1____1__IT_1","40.4113057746775","-3.69701048977967","17000024"
"4__1____1__IT_1","40.4113131572397","-3.69702624016562","17000023"
"4__1____1__IT_1","40.4113206298634","-3.69704199502008","17000022"
"4__1____1__IT_1","40.4113281916903","-3.69705774726266","17000021"
"4__1____1__IT_1","40.4113356661326","-3.69707349860709","17000020"
"4__1____1__IT_1","40.4113431394603","-3.69708913561915","17000019"
"4__1____1__IT_1","40.4113507913656","-3.6971048888018","17000018"
"4__1____1__IT_1","40.4113583531838","-3.69712064105838","17000017"
"4__1____1__IT_1","40.4113660084978","-3.69713627642314","17000016"
"4__1____1__IT_1","40.4113736617965","-3.69715179744624","17000015"
"4__1____1__IT_1","40.4113813171062","-3.69716743281803","17000014"
"4__1____1__IT_1","40.4113890597891","-3.69718307027369","17000013"
"4__1____1__IT_1","40.4113968031876","-3.69719858870147","17000012"
"4__1____1__IT_1","40.4114046393501","-3.69721411162602","17000011"
"4__1____1__IT_1","40.4114123827443","-3.6972296300609","17000010"
"4__1____1__IT_1","40.4114201295426","-3.69724503185279","17000009"
"4__1____1__IT_1","40.4114280522016","-3.69726055214507","17000008"
"4__1____1__IT_1","40.4114358890806","-3.69727595487387","17000007"
"4__1____1__IT_1","40.4114439059444","-3.69729124042511","17000006"
"4__1____1__IT_1","40.4115407977017","-3.6974783410812","17000005"
"4__1____1__IT_1","40.4116990582277","-3.69778228324789","17000004"
"4__1____1__IT_1","40.4117538254336","-3.69788821539021","17000003"
"4__1____1__IT_1","40.4119068265966","-3.69818255836934","17000002"
"4__1____1__IT_1","40.4119497870311","-3.69826537557526","16000042"
"4__1____1__IT_1","40.4119497870311","-3.69826537557526","17000001"
"4__1____1__IT_1","40.4121550616765","-3.6986611998227","16000041"
"4__1____1__IT_1","40.4121968189674","-3.69873702542723","16000040"
"4__1____1__IT_1","40.4122423644272","-3.698833434789","16000039"
"4__1____1__IT_1","40.4122821171119","-3.69893414523232","16000038"
"4__1____1__IT_1","40.4123105130016","-3.699020831756","16000037"
"4__1____1__IT_1","40.4123258630434","-3.69907485110879","16000036"
"4__1____1__IT_1","40.4123419677176","-3.69916765603622","16000035"
"4__1____1__IT_1","40.412353928963","-3.69926077406048","16000034"
"4__1____1__IT_1","40.4123600275368","-3.70147002797259","16000019"
"4__1____1__IT_1","40.4123610997796","-3.70132283075563","16000020"
"4__1____1__IT_1","40.4123617419734","-3.69935455280744","16000033"
"4__1____1__IT_1","40.4123619295147","-3.70161713939187","16000018"
"4__1____1__IT_1","40.4123642832079","-3.69941103497935","16000032"
"4__1____1__IT_1","40.4123647626869","-3.70119393019996","16000021"
"4__1____1__IT_1","40.412364889628","-3.69942978130454","16000031"
"4__1____1__IT_1","40.4123689220338","-3.70180095876032","16000017"
"4__1____1__IT_1","40.4123729275186","-3.70099129124364","16000022"
"4__1____1__IT_1","40.4123735784078","-3.70097279367383","16000023"
"4__1____1__IT_1","40.4123741417112","-3.70095417969012","16000024"
"4__1____1__IT_1","40.4123747045049","-3.70093579788883","16000025"
"4__1____1__IT_1","40.4123752662013","-3.7009172993925","16000026"
"4__1____1__IT_1","40.4123757371026","-3.70089891663712","16000027"
"4__1____1__IT_1","40.4123768631688","-3.70086192202791","16000028"
"4__1____1__IT_1","40.4123774129231","-3.70193128323711","16000016"
"4__1____1__IT_1","40.4123803951838","-3.69995006429309","16000030"
"4__1____1__IT_1","40.4123846831967","-3.70049262496529","16000029"
"4__1____1__IT_1","40.4123909866118","-3.70209972998487","16000015"
"4__1____1__IT_1","40.4124213073372","-3.70243288391537","16000014"
"4__1____1__IT_1","40.4124309775412","-3.70256145526192","16000013"
"4__1____1__IT_1","40.4124425661227","-3.70274508582024","16000012"
"4__1____1__IT_1","40.4124510947823","-3.70291347921484","16000011"
"4__1____1__IT_1","40.4124588495629","-3.70312005426669","16000010"
"4__1____1__IT_1","40.4124632926054","-3.70330820604165","16000009"
"4__1____1__IT_1","40.4124635416386","-3.7033263593954","16000008"
"4__1____1__IT_1","40.4124637930109","-3.70334427587085","16000007"
"4__1____1__IT_1","40.4124640454508","-3.70336231257686","16000006"
"4__1____1__IT_1","40.4124645472662","-3.70339814787592","16000005"
"4__1____1__IT_1","40.4124648904994","-3.70341606766563","16000004"
"4__1____1__IT_1","40.4124651404309","-3.70343421867226","16000003"
"4__1____1__IT_1","40.4124653915811","-3.70345202081991","16000002"
"4__1____1__IT_1","40.4124743584148","-3.70406830315496","15000115"
"4__1____1__IT_1","40.4124743584148","-3.70406830315496","16000001"
"4__1____1__IT_1","40.4124803236899","-3.70447851368418","15000114"
"4__1____1__IT_1","40.4124844749366","-3.70455127554447","15000113"
"4__1____1__IT_1","40.4124932921656","-3.70464188444397","15000112"
"4__1____1__IT_1","40.4125064402076","-3.70473171586997","15000111"
"4__1____1__IT_1","40.4125197934004","-3.70480221771702","15000110"
"4__1____1__IT_1","40.4125241096746","-3.70481876345653","15000109"
"4__1____1__IT_1","40.4125447747608","-3.70488686770903","15000108"
"4__1____1__IT_1","40.4125629441298","-3.70493608681965","15000107"
"4__1____1__IT_1","40.4125904845078","-3.70499966745","15000106"
"4__1____1__IT_1","40.4126044652441","-3.70502662350165","15000105"
"4__1____1__IT_1","40.4126218287442","-3.70506010083649","15000104"
"4__1____1__IT_1","40.4126567973355","-3.70511727667795","15000103"
"4__1____1__IT_1","40.4126850220783","-3.70515740762742","15000102"
"4__1____1__IT_1","40.4127257065841","-3.70520768699846","15000101"
"4__1____1__IT_1","40.4127698360292","-3.7052545855595","15000100"
"4__1____1__IT_1","40.4128170563817","-3.7052969186306","15000099"
"4__1____1__IT_1","40.4128539099179","-3.70532523688893","15000098"
"4__1____1__IT_1","40.4129052401461","-3.70535841849748","15000097"
"4__1____1__IT_1","40.412944751975","-3.70537969163209","15000096"
"4__1____1__IT_1","40.4129992047415","-3.70540312448406","15000095"
"4__1____1__IT_1","40.4130407408423","-3.70541687557709","15000094"
"4__1____1__IT_1","40.4130818515041","-3.70542696966539","15000093"
"4__1____1__IT_1","40.4131228923961","-3.70543388073061","15000092"
"4__1____1__IT_1","40.4131641294505","-3.70543772940739","15000091"
"4__1____1__IT_1","40.4132053891599","-3.7054381602881","15000090"
"4__1____1__IT_1","40.4132467542426","-3.7054356433268","15000089"
"4__1____1__IT_1","40.413287872787","-3.70542982714568","15000088"
"4__1____1__IT_1","40.4133286469998","-3.70542094055149","15000087"
"4__1____1__IT_1","40.4133689019196","-3.70540886620535","15000086"
"4__1____1__IT_1","40.413408544933","-3.70539372217705","15000085"
"4__1____1__IT_1","40.4134743292169","-3.70536105131079","15000084"
"4__1____1__IT_1","40.4135125808196","-3.7053374088587","15000083"
"4__1____1__IT_1","40.4135498618271","-3.70531056920393","15000082"
"4__1____1__IT_1","40.4135858096982","-3.70528088922097","15000081"
"4__1____1__IT_1","40.4136203318401","-3.70524848344711","15000080"
"4__1____1__IT_1","40.4136532506014","-3.70521323216134","15000079"
"4__1____1__IT_1","40.413684559501","-3.70517560675116","15000078"
"4__1____1__IT_1","40.413723449472","-3.7051214415814","15000077"
"4__1____1__IT_1","40.4137502857368","-3.70507858219526","15000076"
"4__1____1__IT_1","40.4137838257343","-3.70501516765661","15000075"
"4__1____1__IT_1","40.413831991055","-3.70491701780566","15000074"
"4__1____1__IT_1","40.4138396605726","-3.70490059681509","15000073"
"4__1____1__IT_1","40.4138472387449","-3.70488393795994","15000072"
"4__1____1__IT_1","40.4138548185269","-3.704867162432","15000071"
"4__1____1__IT_1","40.4138622179548","-3.70485026715385","15000070"
"4__1____1__IT_1","40.413869616844","-3.70483360759542","15000069"
"4__1____1__IT_1","40.4138759287768","-3.70481776292228","15000068"
"4__1____1__IT_1","40.413882514933","-3.70480156515648","15000067"
"4__1____1__IT_1","40.4138890999822","-3.70478525304732","15000066"
"4__1____1__IT_1","40.4138957769371","-3.70476893835795","15000065"
"4__1____1__IT_1","40.4139024497503","-3.70475285935132","15000064"
"4__1____1__IT_1","40.4139092153343","-3.70473678366669","15000063"
"4__1____1__IT_1","40.4139227452368","-3.70470439536667","15000062"
"4__1____1__IT_1","40.4139645017163","-3.70460853553523","15000061"
"4__1____1__IT_1","40.4139716253035","-3.70459269574917","15000060"
"4__1____1__IT_1","40.4139787495781","-3.70457674281679","15000059"
"4__1____1__IT_1","40.4139858724428","-3.70456102088123","15000058"
"4__1____1__IT_1","40.4139931761715","-3.7045451865","15000057"
"4__1____1__IT_1","40.4140076002365","-3.70451374800814","15000056"
"4__1____1__IT_1","40.4140149023398","-3.70449803146454","15000055"
"4__1____1__IT_1","40.4140223882282","-3.70448231447701","15000054"
"4__1____1__IT_1","40.4140297804121","-3.70446659886604","15000053"
"4__1____1__IT_1","40.4140371720656","-3.7044511177971","15000052"
