"stop_id","stop_desc","stop_lat","stop_lon","location_type","wheelchair_boarding"
"acc_4_150_385","Cmno de Ganapanes SN","40.47607","-3.71584","2","0"
"acc_4_150_386","Cmno de Ganapanes 35","40.47585","-3.71613","2","0"
"acc_4_151_387","Calle de las Islas Cíes 23","40.48009","-3.71835","2","0"
"acc_4_151_388","Calle de las Islas Cíes 21","40.48004","-3.71834","2","0"
"acc_4_152_389","Calle de Ramón Gómez de la Serna 37","40.48462","-3.72329","2","0"
"acc_4_152_390","Calle de Riscos de Polanco 5","40.48517","-3.72289","2","0"
"acc_4_152_391","Calle de Riscos de Polanco 3","40.48498","-3.72288","2","0"
"acc_4_154_392","Calle de Gloria Fuertes 1","40.49519","-3.72559","2","0"
"acc_4_154_394","Calle de Gloria Fuertes 1","40.495","-3.72556","2","0"
"acc_4_156_409","Calle del Príncipe de Vergara 263","40.4567","-3.67717","2","0"
"acc_4_156_410","Calle del Príncipe de Vergara 260","40.45648","-3.67692","2","0"
"acc_4_156_411","Calle del Príncipe de Vergara 275","40.45811","-3.67701","2","0"
"acc_4_156_412","Calle del Príncipe de Vergara 268","40.45787","-3.67669","2","0"
"acc_4_156_413","Calle de Colombia 5","40.45721","-3.67723","2","0"
"acc_4_158_414","Avda de la Capital de España Madrid 13","40.46343","-3.61619","2","0"
"acc_4_158_415","Avda del Partenón 5","40.46405","-3.61681","2","0"
"acc_4_158_416","Avda del Partenón 5","40.46408","-3.6158","2","0"
"acc_4_158_417","Avda del Partenón 5","40.46419","-3.61594","2","0"
"acc_4_159_418","Avda de la Hispanidad 1","40.46824","-3.57099","2","0"
"acc_4_159_419","Avda de la Hispanidad 1","40.46823","-3.57114","2","0"
"acc_4_159_420","Avda de la Hispanidad 1","40.46791","-3.57191","2","0"
"acc_4_15_51","Plaza del Emperador Carlos V 11","40.409","-3.69247","2","0"
"acc_4_15_52","Paseo de la Infanta Isabel 1","40.40841","-3.69052","2","0"
"acc_4_160_421","Avda de Logroño 347","40.47576","-3.58255","2","0"
"acc_4_160_422","Avda de Logroño 347","40.4758","-3.58253","2","0"
"acc_4_161_423","Calle de Ginzo de Limia 47","40.48377","-3.7069","2","0"
"acc_4_161_424","Calle de Ginzo de Limia SN","40.48531","-3.70847","2","0"
"acc_4_162_425","Calle de Ginzo de Limia 29","40.47797","-3.704","2","0"
"acc_4_162_426","Calle de Ginzo de Limia 36","40.47807","-3.70354","2","0"
"acc_4_162_427","Calle de Ginzo de Limia 11","40.47625","-3.70332","2","0"
"acc_4_162_428","Calle de Ginzo de Limia 2","40.47632","-3.70294","2","0"
"acc_4_163_429","Avda de Asturias 33","40.46945","-3.6961","2","0"
"acc_4_163_430","Avda de Asturias 34","40.46972","-3.69571","2","0"
"acc_4_165_431","Calle de Mateo Inurria 58","40.46746","-3.67929","2","0"
"acc_4_166_432","Avda de Pío XII 4","40.46262","-3.67596","2","0"
"acc_4_166_433","Avda de Pío XII 16","40.46501","-3.67552","2","0"
"acc_4_168_434","Calle del Príncipe de Vergara 204","40.44943","-3.67767","2","0"
"acc_4_168_435","Calle de Príncipe de Vergara 246","40.45233","-3.67725","2","0"
"acc_4_169_436","Calle del Príncipe de Vergara 146","40.44626","-3.67803","2","0"
"acc_4_169_437","Calle del Príncipe de Vergara 157","40.44628","-3.67834","2","0"
"acc_4_169_438","Calle del Príncipe de Vergara 131","40.44313","-3.67869","2","0"
"acc_4_169_439","Calle del Príncipe de Vergara 128","40.44311","-3.67839","2","0"
"acc_4_16_53","Paseo de la Infanta Isabel 11","40.40754","-3.68916","2","0"
"acc_4_16_54","Paseo de la Infanta Isabel 15","40.40701","-3.68818","2","0"
"acc_4_16_572","Paseo de la Infanta Isabel 11","40.40746","-3.68899","2","0"
"acc_4_173_440","Calle de Ibiza 7","40.41836","-3.67803","2","0"
"acc_4_175_441","Calle del Camino de los Vinateros 1","40.41121","-3.66011","2","0"
"acc_4_175_442","Calle del Camino de los Vinateros 12","40.41061","-3.66017","2","0"
"acc_4_175_443","Calle de Sirio 24","40.41177","-3.66342","2","0"
"acc_4_176_444","Calle del Camino de los Vinateros 75","40.40993","-3.65013","2","0"
"acc_4_176_445","Calle del Camino de los Vinateros 104","40.40951","-3.6499","2","0"
"acc_4_176_446","Calle del Camino de los Vinateros 59","40.41028","-3.6527","2","0"
"acc_4_176_447","Calle del Arroyo Belincoso 36","40.41005","-3.65246","2","0"
"acc_4_177_448","Calle del Camino de los Vinateros 119","40.40698","-3.64409","2","0"
"acc_4_177_449","Calle del Camino de los Vinateros 172","40.40669","-3.64416","2","0"
"acc_4_177_450","Calle del Pico de los Artilleros 126","40.40538","-3.64149","2","0"
"acc_4_177_451","Calle del Pico de los Artilleros 59","40.40505","-3.64161","2","0"
"acc_4_178_452","Calle de la Hacienda de Pavones 215","40.40084","-3.6355","2","0"
"acc_4_178_453","Calle de la Hacienda de Pavones 340","40.40066","-3.6355","2","0"
"acc_4_178_803","Calle de la Hacienda de Pavones 342","40.40056","-3.63516","2","0"
"acc_4_179_454","Bulv de Indalecio Prieto 20 A","40.40098","-3.62116","2","0"
"acc_4_179_455","Bulv de Indalecio Prieto 22","40.4008","-3.62133","2","0"
"acc_4_179_456","Bulv de Indalecio Prieto 33","40.39901","-3.62199","2","0"
"acc_4_17_57","Avda de Menéndez Pelayo 123","40.40443","-3.68067","2","0"
"acc_4_17_58","Avda de Menéndez Pelayo 44","40.40452","-3.68091","2","0"
"acc_4_17_59","Calle de Gutenberg 1","40.40489","-3.68171","2","0"
"acc_4_180_457","Paseo de los Artilleros 35","40.40452","-3.60889","2","0"
"acc_4_180_458","Paseo de los Artilleros 14","40.40482","-3.60917","2","0"
"acc_4_180_459","Paseo de los Artilleros 14","40.40433","-3.60924","2","0"
"acc_4_181_460","Calle de San Cipriano 44","40.4039","-3.60483","2","0"
"acc_4_181_461","Calle de San Cipriano 55","40.40399","-3.6014","2","0"
"acc_4_181_462","Calle de San Cipriano 52","40.40385","-3.60367","2","0"
"acc_4_182_463","Calle de San Cipriano 85","40.4014","-3.59588","2","0"
"acc_4_182_464","Calle de San Cipriano 85","40.40142","-3.59583","2","0"
"acc_4_182_465","Calle de San Cipriano 85","40.40133","-3.59584","2","0"
"acc_4_183_467","Paseo  Ferrocarril 9","40.3674","-3.54841","2","0"
"acc_4_184_468","Calle de Wenceslao García SN","40.32845","-3.52035","2","0"
"acc_4_185_469","Ctra de Campo Real 20","40.31884","-3.47782","2","0"
"acc_4_186_470","Paseo de la Estación 37","40.30353","-3.4475","2","0"
"acc_4_187_471","Calle de la Fuente Chica 23","40.49509","-3.69326","2","0"
"acc_4_188_472","Paseo de la Castellana 261","40.48023","-3.68589","2","0"
"acc_4_188_473","Calle de San Modesto 10","40.48345","-3.68711","2","0"
"acc_4_18_1050","Calle del Doctor Esquerdo 219","40.40157","-3.67428","2","0"
"acc_4_18_60","Calle del Doctor Esquerdo 184","40.40155","-3.67479","2","0"
"acc_4_18_61","Calle del Doctor Esquerdo 221","40.40147","-3.67438","2","0"
"acc_4_18_62","Calle de Sánchez Barcaiztegui 1","40.4023","-3.67615","2","0"
"acc_4_191_475","Paseo de la Castellana 125","40.45846","-3.69031","2","0"
"acc_4_191_476","Paseo de la Castellana 162","40.45846","-3.68965","2","0"
"acc_4_192_477","Paseo de la Castellana 101","40.45151","-3.69131","2","0"
"acc_4_192_478","Paseo de la Castellana 136","40.45145","-3.69039","2","0"
"acc_4_192_479","Paseo de la Castellana 101","40.45383","-3.69076","2","0"
"acc_4_192_480","Paseo de la Castellana 142 B","40.45381","-3.69026","2","0"
"acc_4_199_481","Paseo de la Puerta del Ángel SN","40.41652","-3.73477","2","0"
"acc_4_19_63","Avda de la Albufera 12","40.39766","-3.66815","2","0"
"acc_4_19_64","Avda de la Albufera 9","40.3978","-3.66808","2","0"
"acc_4_19_65","Avda de Peña Prieta 2","40.39851","-3.66897","2","0"
"acc_4_1_1","Paseo de la Castellana 189","40.46682","-3.68918","2","0"
"acc_4_1_1040","Plaza de Castilla 9","40.46555","-3.68877","2","0"
"acc_4_1_1043","Paseo de la Castellana 191 B","40.46728","-3.68915","2","0"
"acc_4_1_1044","Paseo de la Castellana 189","40.46702","-3.68918","2","0"
"acc_4_1_2","Paseo de la Castellana 189","40.46722","-3.68952","2","0"
"acc_4_1_3","Calle de Bravo Murillo 377","40.46629","-3.69036","2","0"
"acc_4_1_4","Plaza de Castilla 9","40.46546","-3.68891","2","0"
"acc_4_1_773","Plaza de Castilla 3","40.46621","-3.69028","2","0"
"acc_4_200_482","Calle de Villamanin 27","40.40766","-3.75288","2","0"
"acc_4_200_483","Paseo de la Venta 1","40.40805","-3.75323","2","0"
"acc_4_202_484","Calle de Fuentesauco 44","40.39711","-3.77411","2","0"
"acc_4_202_485","Calle de Arenas de San Pedro 2","40.39709","-3.77479","2","0"
"acc_4_202_486","Ctra de Carabanchel a Aravaca 56","40.39718","-3.77421","2","0"
"acc_4_203_487","Paseo de Extremadura 573","40.37757","-3.7925","2","0"
"acc_4_203_488","Paseo de Húsares 46","40.37841","-3.79249","2","0"
"acc_4_203_489","Paseo de Extremadura 573","40.37758","-3.79246","2","0"
"acc_4_203_490","Col  Militar de Cuatro Vientos 6 A","40.37822","-3.79274","2","0"
"acc_4_204_491","Avda de la Libertad 2","40.34962","-3.80735","2","0"
"acc_4_204_492","Avda de la Libertad 13","40.34982","-3.80768","2","0"
"acc_4_204_493","Avda de la Libertad 13","40.35001","-3.80745","2","0"
"acc_4_205_494","Avda de la Libertad 2","40.34543","-3.81161","2","0"
"acc_4_205_495","Avda de la Libertad 3","40.34599","-3.81153","2","0"
"acc_4_205_496","Avda de la Libertad 2","40.34557","-3.81152","2","0"
"acc_4_205_497","Calle  Olímpico Francisco Fernández Ochoa SN","40.34474","-3.81292","2","0"
"acc_4_207_498","Avda de Abrantes 79","40.38052","-3.72825","2","0"
"acc_4_207_499","Avda de Abrantes 52","40.38104","-3.72809","2","0"
"acc_4_207_500","Avda de Abrantes 54","40.38067","-3.72835","2","0"
"acc_4_208_501","Avda de Abrantes 122","40.37603","-3.73437","2","0"
"acc_4_208_502","Avda de Abrantes 289","40.37587","-3.73406","2","0"
"acc_4_208_503","Avda de Abrantes 122","40.37587","-3.7346","2","0"
"acc_4_20_66","Avda de la Albufera 54","40.39615","-3.66527","2","0"
"acc_4_20_67","Avda de la Albufera 47","40.39626","-3.66517","2","0"
"acc_4_20_68","Avda de la Albufera 69","40.39536","-3.66341","2","0"
"acc_4_20_69","Avda de la Albufera 76","40.39523","-3.66352","2","0"
"acc_4_210_504","Avda de Leganés SN","40.34985","-3.82151","2","0"
"acc_4_210_505","Avda de Leganés SN","40.34957","-3.82105","2","0"
"acc_4_211_506","Paseo de Extremadura 13","40.34991","-3.8315","2","0"
"acc_4_211_507","Paseo de Extremadura 17","40.34954","-3.83198","2","0"
"acc_4_211_508","Avda de Móstoles 12","40.34993","-3.83192","2","0"
"acc_4_211_509","Avda de Móstoles 12","40.35002","-3.83192","2","0"
"acc_4_211_582","Calle de Berlín 2","40.3499","-3.8325","2","0"
"acc_4_211_583","Calle de Berlín 2","40.35055","-3.83185","2","0"
"acc_4_211_584","Calle de Berlín 2","40.3502","-3.83227","2","0"
"acc_4_212_510","Calle de Estambul 16","40.34616","-3.84929","2","0"
"acc_4_212_511","Calle de Estambul 16","40.34603","-3.84925","2","0"
"acc_4_213_512","Avda del Alcalde de Móstoles 35","40.33476","-3.87217","2","0"
"acc_4_213_513","Avda del Alcalde de Móstoles 35","40.3348","-3.87213","2","0"
"acc_4_213_576","Avda del Alcalde de Móstoles 35","40.33475","-3.87215","2","0"
"acc_4_214_514","Paseo de la Estación 13","40.32854","-3.86349","2","0"
"acc_4_214_515","Paseo de la Estación 13","40.32866","-3.8634","2","0"
"acc_4_214_586","Calle  Parque Vosa 35","40.32897","-3.86385","2","0"
"acc_4_214_587","Calle  Parque Vosa 35","40.32891","-3.86368","2","0"
"acc_4_215_516","Plaza del Pradillo SN","40.3215","-3.86458","2","0"
"acc_4_215_517","Plaza del Pradillo SN","40.32163","-3.8647","2","0"
"acc_4_216_518","Calle del Río Sella 10","40.31636","-3.87464","2","0"
"acc_4_216_519","Calle del Río Sella 10","40.31645","-3.87456","2","0"
"acc_4_217_520","Cmno de la Magdalena SN","40.30913","-3.86487","2","0"
"acc_4_217_521","Cmno de la Magdalena SN","40.30914","-3.86471","2","0"
"acc_4_218_522","Avda de Pablo Iglesias 1","40.2964","-3.83758","2","0"
"acc_4_218_523","Calle de la Alegría 4","40.2971","-3.83759","2","0"
"acc_4_218_524","Calle de la Alegría 4","40.29688","-3.83753","2","0"
"acc_4_219_525","Cmno del Molino 2","40.28577","-3.81656","2","0"
"acc_4_219_526","Cmno del Molino SN","40.28519","-3.81728","2","0"
"acc_4_219_527","Cmno del Molino 2","40.28574","-3.81668","2","0"
"acc_4_21_70","Avda de la Albufera 108","40.3933","-3.65985","2","0"
"acc_4_21_71","Avda de la Albufera 117","40.39342","-3.65975","2","0"
"acc_4_21_72","Avda de la Albufera 145","40.39236","-3.65774","2","0"
"acc_4_21_73","Avda de la Albufera 130","40.39224","-3.65785","2","0"
"acc_4_220_528","Calle de Francia 34","40.28517","-3.80596","2","0"
"acc_4_220_529","Calle de Francia 36","40.28529","-3.80644","2","0"
"acc_4_221_530","Paseo de la Estación SN","40.28267","-3.79885","2","0"
"acc_4_221_531","Calle de la Estación SN","40.2826","-3.79888","2","0"
"acc_4_221_589","Plaza  Constitución SN","40.28313","-3.79967","2","0"
"acc_4_221_590","Plaza  Constitución SN","40.28267","-3.79985","2","0"
"acc_4_222_532","Avda de los Estados 10","40.28655","-3.78739","2","0"
"acc_4_222_533","Calle de la Habana 2","40.287","-3.787","2","0"
"acc_4_222_534","Calle de Venezuela 2","40.2866","-3.787","2","0"
"acc_4_223_535","Calle de las Ciencias 14","40.28901","-3.75684","2","0"
"acc_4_223_536","Calle de las Ciencias 14","40.28856","-3.75675","2","0"
"acc_4_224_537","Avda de las Arcas del agua 9","40.29345","-3.74621","2","0"
"acc_4_224_538","Avda de las Arcas del agua 9","40.29336","-3.74584","2","0"
"acc_4_225_539","Calle del Greco 2","40.30077","-3.73628","2","0"
"acc_4_225_540","Calle del Greco 8","40.30088","-3.73679","2","0"
"acc_4_226_543","Calle del Muelle 1","40.31","-3.73418","2","0"
"acc_4_226_544","Calle  Ferrocarril SN","40.30997","-3.73386","2","0"
"acc_4_226_545","Calle  Ferrocarril SN","40.30989","-3.73394","2","0"
"acc_4_227_546","Avda de España 16","40.31165","-3.7224","2","0"
"acc_4_227_547","Avda de España 5","40.31179","-3.72264","2","0"
"acc_4_227_548","Avda de España 9","40.31209","-3.72238","2","0"
"acc_4_228_1084","Calle de la Gitanilla SN","40.31818","-3.70925","2","0"
"acc_4_228_1085","Calle de la Gitanilla SN","40.31819","-3.70926","2","0"
"acc_4_228_549","Avda del Casar SN","40.3187","-3.71001","2","0"
"acc_4_228_550","Avda del Casar SN","40.31841","-3.71005","2","0"
"acc_4_229_551","Avda  Rigoberta Menchú 3","40.32433","-3.71838","2","0"
"acc_4_229_552","Avda de Rigoberta Menchú 3","40.32416","-3.71801","2","0"
"acc_4_22_74","Avda de la Albufera 179","40.39172","-3.65401","2","0"
"acc_4_22_75","Avda de la Albufera 140","40.3914","-3.65394","2","0"
"acc_4_230_553","Avda  Comandante José Manuel Ripollés 4","40.32946","-3.72997","2","0"
"acc_4_231_555","Avda  Rey Juan Carlos I 108","40.33644","-3.73999","2","0"
"acc_4_231_556","Avda  Rey Juan Carlos I 85","40.33686","-3.74026","2","0"
"acc_4_231_557","Avda  Rey Juan Carlos I SN","40.33656","-3.74049","2","0"
"acc_4_232_558","Avda  Rey Juan Carlos I 32","40.33446","-3.75235","2","0"
"acc_4_232_559","Avda  Rey Juan Carlos I 25","40.33479","-3.75235","2","0"
"acc_4_232_560","Avda  Rey Juan Carlos I 25","40.33465","-3.75247","2","0"
"acc_4_233_561","Avda  Gibraltar 2","40.32674","-3.75933","2","0"
"acc_4_233_562","Avda  Gibraltar 13","40.32686","-3.75955","2","0"
"acc_4_233_563","Avda de Gibraltar 2","40.3265","-3.75956","2","0"
"acc_4_234_564","Avda  Orellana 3","40.32213","-3.76852","2","0"
"acc_4_234_565","Avda  Orellana 3","40.32142","-3.76867","2","0"
"acc_4_234_566","Avda  Orellana 3","40.32183","-3.76865","2","0"
"acc_4_235_567","Calle del Cobre SN","40.32906","-3.77169","2","0"
"acc_4_235_568","Calle  Virgen del Camino 3","40.3286","-3.77113","2","0"
"acc_4_235_592","Calle  Virgen del Camino 1","40.3287","-3.77104","2","0"
"acc_4_235_593","Calle  Virgen del Camino 5","40.32857","-3.77118","2","0"
"acc_4_236_569","Avda del Mar Mediterráneo SN","40.3359","-3.77604","2","0"
"acc_4_236_570","Calle de la Encina SN","40.33646","-3.77573","2","0"
"acc_4_236_571","Avda del Mar Mediterráneo SN","40.33633","-3.7761","2","0"
"acc_4_23_76","Calle de Santillana del Mar 19","40.39015","-3.64527","2","0"
"acc_4_23_77","Avda de la Albufera 248","40.38969","-3.64562","2","0"
"acc_4_23_78","Calle de la Albufera 246","40.38989","-3.64545","2","0"
"acc_4_24_79","Avda de la Albufera 285","40.38757","-3.63998","2","0"
"acc_4_24_80","Avda de la Albufera 280","40.38686","-3.63959","2","0"
"acc_4_24_81","Avda de la Albufera 278","40.38706","-3.6398","2","0"
"acc_4_24_82","Avda de la Albufera 285","40.38737","-3.63971","2","0"
"acc_4_252_623","Calle de la Corbeta 12","40.45739","-3.5881","2","0"
"acc_4_252_624","Calle de la Corbeta 14","40.45753","-3.58775","2","0"
"acc_4_253_625","Calle de Velero 15","40.45294","-3.59494","2","0"
"acc_4_253_626","Calle de Velero 17","40.45331","-3.59438","2","0"
"acc_4_253_627","Calle de Pinos de Osuna 15","40.45361","-3.59354","2","0"
"acc_4_254_628","Avda de los Poblados 91","40.37385","-3.74005","2","0"
"acc_4_254_629","Avda de los Poblados 96","40.37346","-3.73991","2","0"
"acc_4_254_630","Avda de los Poblados 96","40.37345","-3.73999","2","0"
"acc_4_255_631","Avda de Carabanchel Alto 15","40.37199","-3.7518","2","0"
"acc_4_255_632","Cllon de Rosa 15","40.3718","-3.75171","2","0"
"acc_4_256_633","Avda de la Peseta 61","40.36423","-3.75703","2","0"
"acc_4_256_634","Avda de la Peseta 61","40.36415","-3.75707","2","0"
"acc_4_257_635","Calle de la Fuente de Lima 2","40.38382","-3.78391","2","0"
"acc_4_257_636","Calle de la Fuente de Lima 2","40.3838","-3.78396","2","0"
"acc_4_258_637","G.v. de Hortaleza 49 A","40.46815","-3.64831","2","0"
"acc_4_258_638","Avda de la Gran Vía de Hortaleza SN","40.46801","-3.64815","2","0"
"acc_4_259_639","Calle del Bronce 1 A","40.39304","-3.6885","2","0"
"acc_4_25_577","Calle de Jesús del Pino 32","40.38196","-3.62453","2","0"
"acc_4_25_83","Avda de la Democracia 1","40.38224","-3.62498","2","0"
"acc_4_25_84","Calle de Sierra de Guadalupe 23","40.38208","-3.62467","2","0"
"acc_4_25_85","Avda de la Democracia 1","40.38208","-3.62473","2","0"
"acc_4_25_86","Avda de la Democracia 4","40.3831","-3.62508","2","0"
"acc_4_260_640","Avda del Marqués de Corbera 56","40.42647","-3.65071","2","0"
"acc_4_260_641","Avda del Marqués de Corbera 58","40.42651","-3.65042","2","0"
"acc_4_261_474","Calle del Padre Francisco Palau y Quer SN","40.47314","-3.68308","2","0"
"acc_4_261_642","Calle del Padre Francisco Palau y Quer SN","40.47323","-3.68313","2","0"
"acc_4_262_643","Calle del Bambú 14","40.47683","-3.67642","2","0"
"acc_4_262_644","Calle del Bambú 14","40.47705","-3.67684","2","0"
"acc_4_263_645","Calle de Arturo Soria 330","40.4802","-3.66682","2","0"
"acc_4_263_646","Calle de Arturo Soria 330","40.48015","-3.66693","2","0"
"acc_4_264_647","Calle del Capitán Cortés 2","40.47488","-3.65234","2","0"
"acc_4_264_648","Calle de la Costa del sol 20 D","40.4742","-3.65204","2","0"
"acc_4_265_649","Calle de Vélez Rubio 1 D","40.47684","-3.66285","2","0"
"acc_4_265_650","Calle de Vélez Rubio 1 D","40.47684","-3.66285","2","0"
"acc_4_267_651","Avda de Córdoba 21","40.3842","-3.69788","2","0"
"acc_4_267_652","Avda de Córdoba SN","40.38385","-3.6983","2","0"
"acc_4_267_653","Avda de Córdoba SN","40.38389","-3.69837","2","0"
"acc_4_268_654","Avda de Córdoba SN","40.37549","-3.69588","2","0"
"acc_4_268_655","Avda de Córdoba SN","40.37521","-3.69575","2","0"
"acc_4_269_656","Avda de la Perla 35","40.36992","-3.69416","2","0"
"acc_4_269_657","Avda de Andalucía 20","40.36988","-3.69462","2","0"
"acc_4_269_658","Avda de la Perla 37","40.36961","-3.6941","2","0"
"acc_4_26_87","Paseo de Federico García Lorca 3","40.37933","-3.62105","2","0"
"acc_4_26_88","Plaza  Sierra de gador 10","40.37978","-3.62187","2","0"
"acc_4_26_89","Paseo de Federico García Lorca 1 B","40.37949","-3.62103","2","0"
"acc_4_270_659","Calle de la Tertulia 17","40.35954","-3.69295","2","0"
"acc_4_270_660","Paseo de Gigantes y Cabezudos 10","40.36005","-3.69367","2","0"
"acc_4_270_661","Paseo de Gigantes y Cabezudos 12","40.35973","-3.69366","2","0"
"acc_4_271_662","Calle de Santiago Amón 1","40.35057","-3.69335","2","0"
"acc_4_271_663","Calle de Santa Petronila 3","40.35109","-3.69256","2","0"
"acc_4_271_664","Calle de Santa Petronila 7","40.35081","-3.69256","2","0"
"acc_4_272_665","Calle de Moncada 102","40.34112","-3.69249","2","0"
"acc_4_272_666","Avda de Andalucía SN","40.34167","-3.69312","2","0"
"acc_4_272_667","Calle de Moncada 101","40.34145","-3.69248","2","0"
"acc_4_273_668","Calle del Valle de Tobalina 54","40.341","-3.71271","2","0"
"acc_4_273_670","Calle del Valle de Tobalina 54","40.34104","-3.71278","2","0"
"acc_4_274_693","Calle del Retablo de Melisendra SN","40.50108","-3.69474","2","0"
"acc_4_275_691","Avda de Monasterio de Silos 63 A","40.50529","-3.69582","2","0"
"acc_4_275_692","Avda de Monasterio de Silos 63 A","40.50528","-3.69584","2","0"
"acc_4_276_689","Calle de Palas de Rey 30","40.50843","-3.66936","2","0"
"acc_4_276_690","Calle de Palas de Rey 30","40.50844","-3.66939","2","0"
"acc_4_277_687","Ronda de la Comunicación 20","40.51571","-3.66284","2","0"
"acc_4_277_688","Ronda de la Comunicación 20","40.51586","-3.66289","2","0"
"acc_4_278_685","Calle de Sepúlveda 1","40.52763","-3.65865","2","0"
"acc_4_278_686","Calle de la Granja 14","40.52772","-3.65855","2","0"
"acc_4_279_683","Avda de la Ermita 5","40.53187","-3.6355","2","0"
"acc_4_279_684","Avda de la Ermita 5","40.53199","-3.63548","2","0"
"acc_4_27_90","Calle del Congosto 35","40.372","-3.61866","2","0"
"acc_4_27_91","Calle del Congosto 33","40.37233","-3.61867","2","0"
"acc_4_27_92","Calle del Congosto 50","40.37213","-3.61891","2","0"
"acc_4_280_680","Calle del Marqués de la Valdavia 21","40.54112","-3.63739","2","0"
"acc_4_280_681","Calle del Marqués de la Valdavia 21","40.54107","-3.63755","2","0"
"acc_4_281_678","Calle  Manuel de Falla 59","40.55044","-3.64708","2","0"
"acc_4_281_679","Calle  Manuel de Falla 59","40.55063","-3.64682","2","0"
"acc_4_282_676","Avda de las Lomas del Rey 2","40.55439","-3.63507","2","0"
"acc_4_282_677","Avda de las Lomas del Rey 8","40.55435","-3.6354","2","0"
"acc_4_283_674","Avda de la Plaza de Toros 7","40.55028","-3.62336","2","0"
"acc_4_283_675","Avda de la Plaza de Toros 7","40.55039","-3.62327","2","0"
"acc_4_284_671","Paseo  Europa SN","40.5602","-3.61143","2","0"
"acc_4_284_672","Paseo  Europa SN","40.55976","-3.61066","2","0"
"acc_4_284_673","Paseo  Europa SN","40.5597","-3.61077","2","0"
"acc_4_285_694","Ctra de Alcobendas a Barajas SN","40.49218","-3.59316","2","0"
"acc_4_286_710","Avda de Arcentales SN","40.43384","-3.60102","2","0"
"acc_4_286_711","Calle de Estocolmo 91","40.43298","-3.60165","2","0"
"acc_4_286_712","Calle de Estocolmo 91","40.43291","-3.60152","2","0"
"acc_4_287_708","Avda de España 8","40.4227","-3.56882","2","0"
"acc_4_287_709","Avda de España 8","40.42273","-3.56895","2","0"
"acc_4_288_703","Calle del Doctor Fleming SN","40.42385","-3.56197","2","0"
"acc_4_288_704","Calle de Luis Braille SN","40.42382","-3.56117","2","0"
"acc_4_288_706","Calle de Luis Braille SN","40.42373","-3.56083","2","0"
"acc_4_288_707","Calle del Doctor Fleming SN","40.42355","-3.562","2","0"
"acc_4_289_701","Calle  Honduras SN","40.42512","-3.54782","2","0"
"acc_4_289_702","Calle  Honduras SN","40.42519","-3.54798","2","0"
"acc_4_28_93","Calle de Alcalá 237","40.43104","-3.66329","2","0"
"acc_4_28_94","Calle de Alcalá 237","40.4312","-3.66338","2","0"
"acc_4_290_699","Calle de Gonzalo de Córdoba 24","40.42442","-3.53535","2","0"
"acc_4_290_700","Calle de Gonzalo de Córdoba 26","40.42447","-3.53587","2","0"
"acc_4_291_697","Plaza  Guernica 1","40.42286","-3.52543","2","0"
"acc_4_291_698","Plaza  Guernica 1","40.42299","-3.52544","2","0"
"acc_4_292_695","Avda de Algorta 12","40.41779","-3.52709","2","0"
"acc_4_292_696","Avda de Algorta 12","40.41773","-3.52725","2","0"
"acc_4_293_713","Avda del Ensanche de Vallecas 16","40.37029","-3.61346","2","0"
"acc_4_293_714","Avda del Ensanche de Vallecas 16","40.37025","-3.61337","2","0"
"acc_4_294_715","Calle de Cañada del Santísimo 45","40.36317","-3.59958","2","0"
"acc_4_294_716","Calle de Cañada del Santísimo 45","40.36325","-3.59948","2","0"
"acc_4_295_717","Avda del Ensanche de Vallecas 120 A","40.36004","-3.59319","2","0"
"acc_4_295_718","Avda del Ensanche de Vallecas 120 A","40.36009","-3.59312","2","0"
"acc_4_296_761","Camino  Labor SN","40.41756","-3.53442","2","0"
"acc_4_296_762","Camino  Labor SN","40.41784","-3.53495","2","0"
"acc_4_29_95","Plaza de Manuel Becerra 4","40.4282","-3.66951","2","0"
"acc_4_29_96","Plaza de Manuel Becerra 20","40.42762","-3.66927","2","0"
"acc_4_2_5","Calle de Bravo Murillo 324","40.46409","-3.69577","2","0"
"acc_4_2_6","Calle de Bravo Murillo 350","40.46479","-3.69399","2","0"
"acc_4_300_815","Calle  Concepción Arenal 1","40.34126","-3.52489","2","0"
"acc_4_300_816","Calle  Marie Curie 5","40.34021","-3.52617","2","0"
"acc_4_300_817","Calle  Marie Curie 5","40.34004","-3.52601","2","0"
"acc_4_305_1045","Calle  San José 40","40.35789","-3.77783","2","0"
"acc_4_305_1046","Calle  San José 44","40.35771","-3.77745","2","0"
"acc_4_30_100","Avda de Felipe II 1","40.42421","-3.6761","2","0"
"acc_4_30_101","Calle de Goya 62","40.42478","-3.67758","2","0"
"acc_4_30_778","Calle de Goya 87","40.42494","-3.67662","2","0"
"acc_4_30_779","Calle de Goya 87","40.42495","-3.67666","2","0"
"acc_4_30_780","Avda de Felipe II 1","40.42423","-3.67619","2","0"
"acc_4_30_781","Avda de Felipe II 1","40.42422","-3.67615","2","0"
"acc_4_30_782","Calle del General Díaz Porlier 3","40.42441","-3.67734","2","0"
"acc_4_30_97","Calle del Conde del Peñalver 2","40.42499","-3.67556","2","0"
"acc_4_30_98","Calle de Goya 89","40.42508","-3.67581","2","0"
"acc_4_30_99","Avda de Felipe II 12","40.4239","-3.67614","2","0"
"acc_4_31_103","Calle de Alcalá 125","40.42308","-3.67976","2","0"
