"stop_id","stop_name"
"acc_4_77_217","Hnos. García Noblejas"
"acc_4_77_218","Misterios"
"acc_4_77_219","Arturo Soria"
"acc_4_77_220","Albarracín"
"acc_4_78_1028","Ascensor exterior"
"acc_4_78_221","Hnos. de Pablo"
"acc_4_78_222","Emilio Ferrari"
"acc_4_78_223","Doctor Vallejo"
"acc_4_78_224","Vicente Espinel"
"acc_4_78_225","Campuzano"
"acc_4_79_226","Hnos. Machado"
"acc_4_79_227","Argentina"
"acc_4_79_228","Ezequiel Solana"
"acc_4_79_229","Virgen del Sagrario"
"acc_4_7_20","Ríos Rosas pares"
"acc_4_7_21","Ríos Rosas impares"
"acc_4_7_22","Bretón de los Herreros"
"acc_4_80_230","J. Villena"
"acc_4_80_231","Alcalde López Casero"
"acc_4_80_232","Hnos. Fdez. Lanseros"
"acc_4_80_233","Raquel Meyer"
"acc_4_83_239","Velázquez"
"acc_4_83_240","Núñez de Balboa"
"acc_4_83_242","Pza. Marqués de Salamanca"
"acc_4_84_243","Almagro"
"acc_4_84_244","Miguel Angel"
"acc_4_84_245","Castellana"
"acc_4_86_246","Plaza de Chueca"
"acc_4_8_23","General Martínez Campos"
"acc_4_8_24","Santa Engracia"
"acc_4_8_25","Sagunto"
"acc_4_8_26","Eloy Gonzalo pares"
"acc_4_8_27","Eloy Gonzalo impares"
"acc_4_8_774","Ascensor"
"acc_4_8_775","Ascensor"
"acc_4_90_247","San Francisco"
"acc_4_90_248","San Millán"
"acc_4_90_249","Toledo"
"acc_4_91_250","Puerta de Toledo"
"acc_4_92_251","Pº Esperanza"
"acc_4_93_252","Pº de las Acacias pares"
"acc_4_93_253","Pº de las Acacias impares"
"acc_4_93_255","Acceso RENFE"
"acc_4_93_256","Ascensor exterior RENFE"
"acc_4_94_257","Antonio Leyva"
"acc_4_94_258","Avda. Emperatriz Isabel"
"acc_4_95_259","Toboso"
"acc_4_95_260","San Patricio"
"acc_4_95_261","Camino Viejo de Leganés"
"acc_4_95_262","Peñafiel"
"acc_4_96_263","Valle de Oro"
"acc_4_96_264","Oca"
"acc_4_96_265","General Ricardos pares"
"acc_4_96_266","General Ricardos impares"
"acc_4_97_267","Pinzón"
"acc_4_97_268","Oca"
"acc_4_98_269","Glorieta del Ejército"
"acc_4_99_270","Ntra. Sra. de la Luz"
"acc_4_9_28","Fuencarral"
"acc_4_9_29","Luchana"
"acc_4_9_30","Manuela Malasaña"
"acc_4_9_31","Francisco de Rojas"
"acc_4_9_32","Luchana impares"
"acc_4_9_33","Trafalgar"
"est_4_10","TRIBUNAL"
"est_4_101","EMPALME"
"est_4_102","CAMPAMENTO"
"est_4_103","CASA DE CAMPO"
"est_4_104","LAGUNA"
"est_4_105","CARPETANA"
"est_4_107","OPAÑEL"
"est_4_109","USERA"
"est_4_11","GRAN VIA"
"est_4_113","CONDE DE CASAL"
"est_4_114","SAINZ DE BARANDA"
"est_4_115","ODONNELL"
"est_4_119","REPUBLICA ARGENTINA"
"est_4_122","GUZMAN EL BUENO"
"est_4_123","METROPOLITANO"
"est_4_124","CIUDAD UNIVERSITARIA"
"est_4_128","PUERTA DEL ANGEL"
"est_4_129","ALTO DE EXTREMADURA"
"est_4_13","TIRSO DE MOLINA"
"est_4_130","LUCERO"
"est_4_132","LAS MUSAS"
"est_4_133","SAN BLAS"
"est_4_134","SIMANCAS"
"est_4_135","GARCIA NOBLEJAS"
"est_4_136","ASCAO"
"est_4_138","BARRIO DE LA CONCEPCION"
"est_4_139","PARQUE DE LAS AVENIDAS"
"est_4_14","ANTON MARTIN"
"est_4_140","CARTAGENA"
"est_4_142","GREGORIO MARAÑON"
"est_4_143","ALONSO CANO"
"est_4_145","ISLAS FILIPINAS"
"est_4_147","FRANCOS RODRIGUEZ"
"est_4_148","VALDEZARZA"
"est_4_149","ANTONIO MACHADO"
"est_4_15","ATOCHA"
"est_4_150","PEÑAGRANDE"
"est_4_151","AVDA. DE LA ILUSTRACION"
"est_4_152","LACOMA"
"est_4_154","PITIS"
"est_4_156","COLOMBIA"
"est_4_158","FERIA DE MADRID"
"est_4_160","BARAJAS"
"est_4_161","HERRERA ORIA"
"est_4_162","BARRIO DEL PILAR"
"est_4_163","VENTILLA"
"est_4_165","DUQUE DE PASTRANA"
"est_4_166","PIO XII"
"est_4_168","CONCHA ESPINA"
"est_4_169","CRUZ DEL RAYO"
"est_4_17","MENENDEZ PELAYO"
"est_4_173","IBIZA"
"est_4_175","ESTRELLA"
"est_4_176","VINATEROS"
"est_4_177","ARTILLEROS"
"est_4_178","PAVONES"
"est_4_179","VALDEBERNARDO"
"est_4_18","PACIFICO"
"est_4_180","VICALVARO"
"est_4_181","SAN CIPRIANO"
"est_4_182","PUERTA DE ARGANDA"
"est_4_183","RIVAS URBANIZACIONES"
"est_4_184","RIVAS VACIAMADRID"
"est_4_185","LA POVEDA"
"est_4_186","ARGANDA DEL REY"
"est_4_187","FUENCARRAL"
"est_4_188","BEGOÑA"
"est_4_19","PUENTE DE VALLECAS"
"est_4_191","CUZCO"
"est_4_192","SANTIAGO BERNABEU"
"est_4_199","LAGO"
"est_4_2","VALDEACEDERAS"
"est_4_20","NUEVA NUMANCIA"
"est_4_200","BATAN"
"est_4_202","COLONIA JARDIN"
"est_4_203","CUATRO VIENTOS"
"est_4_204","JOAQUIN VILUMBRALES"
"est_4_205","PUERTA DEL SUR"
"est_4_207","ABRANTES"
"est_4_208","PAN BENDITO"
"est_4_21","PORTAZGO"
"est_4_210","PARQUE LISBOA"
"est_4_211","ALCORCON CENTRAL"
"est_4_212","PARQUE OESTE"
"est_4_213","UNIVERSIDAD REY JUAN CARLOS"
"est_4_214","MOSTOLES CENTRAL"
"est_4_215","PRADILLO"
"est_4_216","HOSPITAL DE MOSTOLES"
"est_4_217","MANUELA MALASAÑA"
"est_4_218","LORANCA"
"est_4_219","HOSPITAL DE FUENLABRADA"
"est_4_22","BUENOS AIRES"
"est_4_220","PARQUE EUROPA"
"est_4_221","FUENLABRADA CENTRAL"
"est_4_222","PARQUE DE LOS ESTADOS"
"est_4_223","ARROYO CULEBRO"
"est_4_224","CONSERVATORIO"
"est_4_225","ALONSO DE MENDOZA"
"est_4_226","GETAFE CENTRAL"
"est_4_227","JUAN DE LA CIERVA"
"est_4_228","EL CASAR"
"est_4_229","LOS ESPARTALES"
"est_4_23","ALTO DEL ARENAL"
"est_4_230","EL BERCIAL"
"est_4_231","EL CARRASCAL"
"est_4_232","JULIAN BESTEIRO"
"est_4_233","CASA DEL RELOJ"
"est_4_234","HOSPITAL SEVERO OCHOA"
"est_4_235","LEGANES CENTRAL"
"est_4_236","SAN NICASIO"
"est_4_24","MIGUEL HERNANDEZ"
"est_4_25","SIERRA DE GUADALUPE"
"est_4_252","ALAMEDA DE OSUNA"
"est_4_253","EL CAPRICHO"
"est_4_254","SAN FRANCISCO"
"est_4_255","CARABANCHEL ALTO"
"est_4_256","LA PESETA"
"est_4_257","AVIACION ESPAÑOLA"
"est_4_258","PINAR DEL REY"
"est_4_259","ARGANZUELA-PLANETARIO"
"est_4_26","VILLA DE VALLECAS"
"est_4_260","LA ELIPA"
"est_4_262","BAMBU"
"est_4_263","PINAR DE CHAMARTIN"
"est_4_264","HORTALEZA"
"est_4_265","MANOTERAS"
"est_4_267","ALMENDRALES"
"est_4_268","HOSPITAL 12 DE OCTUBRE"
"est_4_269","SAN FERMIN-ORCASUR"
"est_4_27","CONGOSTO"
"est_4_270","CIUDAD DE LOS ANGELES"
"est_4_271","VILLAVERDE BAJO-CRUCE"
"est_4_272","SAN CRISTOBAL"
"est_4_273","VILLAVERDE ALTO"
"est_4_274","TRES OLIVOS"
"est_4_275","MONTECARMELO"
"est_4_276","LAS TABLAS"
"est_4_277","RONDA DE LA COMUNICACION"
"est_4_278","LA GRANJA"
"est_4_279","LA MORALEJA"
"est_4_28","VENTAS"
"est_4_280","MARQUES DE LA VALDAVIA"
"est_4_281","MANUEL DE FALLA"
"est_4_282","BAUNATAL"
"est_4_283","REYES CATOLICOS"
"est_4_284","HOSPITAL INFANTA SOFÍA"
"est_4_286","ESTADIO METROPOLITANO"
"est_4_287","BARRIO DEL PUERTO"
"est_4_288","COSLADA CENTRAL"
"est_4_289","LA RAMBLA"
"est_4_29","MANUEL BECERRA"
"est_4_290","SAN FERNANDO"
"est_4_291","JARAMA"
"est_4_292","HENARES"
"est_4_293","LA GAVIA"
"est_4_294","LAS SUERTES"
"est_4_295","VALDECARROS"
"est_4_296","HOSPITAL DEL HENARES"
"est_4_3","TETUAN"
"est_4_30","GOYA"
"est_4_300","RIVAS FUTURA"
"est_4_305","LA FORTUNA"
"est_4_31","PRINCIPE DE VERGARA"
"est_4_32","RETIRO"
"est_4_322","LA ALMUDENA"
"est_4_323","ALSACIA"
"est_4_324","AVENIDA DE GUADALAJARA"
"est_4_325","LAS ROSAS"
"est_4_326","MIRASIERRA"
"est_4_33","BANCO DE ESPAÑA"
"est_4_34","SEVILLA"
"est_4_345","PACO DE LUCIA"
"est_4_36","OPERA"
"est_4_37","SANTO DOMINGO"
"est_4_39","SAN BERNARDO"
"est_4_4","ESTRECHO"
"est_4_40","QUEVEDO"
"est_4_41","CANAL"
"est_4_43","LEGAZPI"
"est_4_44","DELICIAS"
"est_4_45","PALOS DE LA FRONTERA"
"est_4_46","EMBAJADORES"
"est_4_47","LAVAPIES"
"est_4_49","CALLAO"
"est_4_5","ALVARADO"
"est_4_50","PLAZA DE ESPAÑA"
"est_4_51","VENTURA RODRIGUEZ"
"est_4_52","ARGÜELLES"
"est_4_57","ALONSO MARTINEZ"
"est_4_58","COLON"
"est_4_59","SERRANO"
"est_4_6","CUATRO CAMINOS"
"est_4_60","VELAZQUEZ"
"est_4_62","LISTA"
"est_4_63","DIEGO DE LEON"
"est_4_65","PROSPERIDAD"
"est_4_66","ALFONSO XIII"
"est_4_67","AVENIDA DE LA PAZ"
"est_4_68","ARTURO SORIA"
"est_4_69","ESPERANZA"
"est_4_7","RIOS ROSAS"
"est_4_70","CANILLAS"
"est_4_71","MAR DE CRISTAL"
"est_4_72","SAN LORENZO"
"est_4_73","PARQUE DE SANTA MARIA"
"est_4_74","CANILLEJAS"
"est_4_75","TORRE ARIAS"
"est_4_76","SUANZES"
"est_4_77","CIUDAD LINEAL"
"est_4_78","PUEBLO NUEVO"
"est_4_79","QUINTANA"
"est_4_8","IGLESIA"
"est_4_80","EL CARMEN"
"est_4_83","NUÑEZ DE BALBOA"
"est_4_84","RUBEN DARIO"
"est_4_86","CHUECA"
"est_4_9","BILBAO"
"est_4_90","LA LATINA"
"est_4_91","PUERTA DE TOLEDO"
"est_4_93","PIRAMIDES"
"est_4_94","MARQUES DE VADILLO"
"est_4_95","URGEL"
"est_4_96","OPORTO"
"est_4_97","VISTA ALEGRE"
"est_4_98","CARABANCHEL"
"est_4_99","EUGENIA DE MONTIJO"
"est_90_1","Aluche"
"est_90_13","Méndez Álvaro Estación Sur"
"est_90_14","Intercambiador de Moncloa"
"est_90_18","Intercambiador de Príncipe Pío"
"est_90_21","Intercambiador de Plaza de Castilla"
"est_90_25","Chamartín"
"est_90_33","Aeropuerto T4"
"est_90_34","Aeropuerto T1 - T2 - T3"
"est_90_36","Intercambiador de Plaza Elíptica"
"est_90_4","Intercambiador de Avenida de América"
"est_90_54","Atocha-Renfe"
"est_90_58","Puerta del Sol"
"est_90_71","Nuevos Ministerios"
"par_4_1","PLAZA DE CASTILLA"
"par_4_10","TRIBUNAL"
"par_4_100","ALUCHE"
"par_4_101","EMPALME"
"par_4_102","CAMPAMENTO"
"par_4_103","CASA DE CAMPO"
"par_4_104","LAGUNA"
"par_4_105","CARPETANA"
"par_4_106","OPORTO"
"par_4_107","OPAÑEL"
"par_4_108","PLAZA ELIPTICA"
"par_4_109","USERA"
"par_4_11","GRAN VIA"
"par_4_110","LEGAZPI"
"par_4_111","MENDEZ ALVARO"
"par_4_112","PACIFICO"
"par_4_113","CONDE DE CASAL"
"par_4_114","SAINZ DE BARANDA"
"par_4_115","ODONNELL"
"par_4_116","MANUEL BECERRA"
"par_4_117","DIEGO DE LEON"
"par_4_118","AVENIDA DE AMERICA"
"par_4_119","REPUBLICA ARGENTINA"
"par_4_12","SOL"
"par_4_120","NUEVOS MINISTERIOS"
"par_4_121","CUATRO CAMINOS"
"par_4_122","GUZMAN EL BUENO"
"par_4_123","METROPOLITANO"
"par_4_124","CIUDAD UNIVERSITARIA"
"par_4_125","MONCLOA"
"par_4_126","ARGÜELLES"
"par_4_127","PRINCIPE PIO"
"par_4_128","PUERTA DEL ANGEL"
"par_4_129","ALTO DE EXTREMADURA"
"par_4_13","TIRSO DE MOLINA"
"par_4_130","LUCERO"
"par_4_132","LAS MUSAS"
"par_4_133","SAN BLAS"
"par_4_134","SIMANCAS"
"par_4_135","GARCIA NOBLEJAS"
"par_4_136","ASCAO"
"par_4_137","PUEBLO NUEVO"
"par_4_138","BARRIO DE LA CONCEPCION"
"par_4_139","PARQUE DE LAS AVENIDAS"
"par_4_14","ANTON MARTIN"
"par_4_140","CARTAGENA"
"par_4_141","AVENIDA DE AMERICA"
"par_4_142","GREGORIO MARAÑON"
"par_4_143","ALONSO CANO"
"par_4_144","CANAL"
"par_4_145","ISLAS FILIPINAS"
"par_4_146","GUZMAN EL BUENO"
"par_4_147","FRANCOS RODRIGUEZ"
"par_4_148","VALDEZARZA"
"par_4_149","ANTONIO MACHADO"
"par_4_15","ATOCHA"
"par_4_150","PEÑAGRANDE"
"par_4_151","AVDA. DE LA ILUSTRACION"
"par_4_152","LACOMA"
"par_4_154","PITIS"
"par_4_155","NUEVOS MINISTERIOS"
"par_4_156","COLOMBIA"
"par_4_157","MAR DE CRISTAL"
"par_4_158","FERIA DE MADRID"
"par_4_159","AEROPUERTO T1 T2 T3"
"par_4_16","ATOCHA-RENFE"
"par_4_160","BARAJAS"
"par_4_161","HERRERA ORIA"
"par_4_162","BARRIO DEL PILAR"
"par_4_163","VENTILLA"
"par_4_164","PLAZA DE CASTILLA"
"par_4_165","DUQUE DE PASTRANA"
"par_4_166","PIO XII"
"par_4_167","COLOMBIA"
"par_4_168","CONCHA ESPINA"
"par_4_169","CRUZ DEL RAYO"
"par_4_17","MENENDEZ PELAYO"
"par_4_170","AVENIDA DE AMERICA"
"par_4_171","NUÑEZ DE BALBOA"
"par_4_172","PRINCIPE DE VERGARA"
"par_4_173","IBIZA"
"par_4_174","SAINZ DE BARANDA"
"par_4_175","ESTRELLA"
"par_4_176","VINATEROS"
"par_4_177","ARTILLEROS"
"par_4_178","PAVONES"
"par_4_179","VALDEBERNARDO"
"par_4_18","PACIFICO"
"par_4_180","VICALVARO"
"par_4_181","SAN CIPRIANO"
"par_4_182","PUERTA DE ARGANDA"
"par_4_183","RIVAS URBANIZACIONES"
"par_4_184","RIVAS VACIAMADRID"
"par_4_185","LA POVEDA"
"par_4_186","ARGANDA DEL REY"
"par_4_187","FUENCARRAL"
"par_4_188","BEGOÑA"
"par_4_189","CHAMARTIN"
"par_4_19","PUENTE DE VALLECAS"
"par_4_190","PLAZA DE CASTILLA"
"par_4_191","CUZCO"
"par_4_192","SANTIAGO BERNABEU"
"par_4_193","NUEVOS MINISTERIOS"
"par_4_194","GREGORIO MARAÑON"
"par_4_195","ALONSO MARTINEZ"
"par_4_196","TRIBUNAL"
"par_4_197","PLAZA DE ESPAÑA"
"par_4_198","PRINCIPE PIO"
"par_4_199","LAGO"
"par_4_2","VALDEACEDERAS"
"par_4_20","NUEVA NUMANCIA"
"par_4_200","BATAN"
"par_4_201","CASA DE CAMPO"
"par_4_202","COLONIA JARDIN"
"par_4_203","CUATRO VIENTOS"
"par_4_204","JOAQUIN VILUMBRALES"
"par_4_205","PUERTA DEL SUR"
"par_4_206","PLAZA ELIPTICA"
"par_4_207","ABRANTES"
"par_4_208","PAN BENDITO"
"par_4_209","PUERTA DEL SUR"
"par_4_21","PORTAZGO"
"par_4_210","PARQUE LISBOA"
"par_4_211","ALCORCON CENTRAL"
"par_4_212","PARQUE OESTE"
"par_4_213","UNIVERSIDAD REY JUAN CARLOS"
"par_4_214","MOSTOLES CENTRAL"
"par_4_215","PRADILLO"
"par_4_216","HOSPITAL DE MOSTOLES"
"par_4_217","MANUELA MALASAÑA"
"par_4_218","LORANCA"
"par_4_219","HOSPITAL DE FUENLABRADA"
"par_4_22","BUENOS AIRES"
"par_4_220","PARQUE EUROPA"
"par_4_221","FUENLABRADA CENTRAL"
"par_4_222","PARQUE DE LOS ESTADOS"
"par_4_223","ARROYO CULEBRO"
"par_4_224","CONSERVATORIO"
"par_4_225","ALONSO DE MENDOZA"
"par_4_226","GETAFE CENTRAL"
"par_4_227","JUAN DE LA CIERVA"
"par_4_228","EL CASAR"
"par_4_229","LOS ESPARTALES"
"par_4_23","ALTO DEL ARENAL"
"par_4_230","EL BERCIAL"
"par_4_231","EL CARRASCAL"
"par_4_232","JULIAN BESTEIRO"
"par_4_233","CASA DEL RELOJ"
"par_4_234","HOSPITAL SEVERO OCHOA"
"par_4_235","LEGANES CENTRAL"
"par_4_236","SAN NICASIO"
"par_4_237","OPERA"
"par_4_238","PRINCIPE PIO"
"par_4_24","MIGUEL HERNANDEZ"
"par_4_25","SIERRA DE GUADALUPE"
"par_4_252","ALAMEDA DE OSUNA"
"par_4_253","EL CAPRICHO"
"par_4_254","SAN FRANCISCO"
"par_4_255","CARABANCHEL ALTO"
"par_4_256","LA PESETA"
"par_4_257","AVIACION ESPAÑOLA"
"par_4_258","PINAR DEL REY"
"par_4_259","ARGANZUELA-PLANETARIO"
"par_4_26","VILLA DE VALLECAS"
"par_4_260","LA ELIPA"
"par_4_261","CHAMARTIN"
"par_4_262","BAMBU"
"par_4_263","PINAR DE CHAMARTIN"
"par_4_264","HORTALEZA"
"par_4_265","MANOTERAS"
"par_4_266","PINAR DE CHAMARTIN"
"par_4_267","ALMENDRALES"
"par_4_268","HOSPITAL 12 DE OCTUBRE"
"par_4_269","SAN FERMIN-ORCASUR"
"par_4_27","CONGOSTO"
"par_4_270","CIUDAD DE LOS ANGELES"
"par_4_271","VILLAVERDE BAJO-CRUCE"
"par_4_272","SAN CRISTOBAL"
"par_4_273","VILLAVERDE ALTO"
"par_4_274","TRES OLIVOS"
"par_4_275","MONTECARMELO"
"par_4_276","LAS TABLAS"
"par_4_277","RONDA DE LA COMUNICACION"
"par_4_278","LA GRANJA"
"par_4_279","LA MORALEJA"
"par_4_28","VENTAS"
"par_4_280","MARQUES DE LA VALDAVIA"
"par_4_281","MANUEL DE FALLA"
"par_4_282","BAUNATAL"
"par_4_283","REYES CATOLICOS"
"par_4_284","HOSPITAL INFANTA SOFÍA"
"par_4_285","AEROPUERTO T4"
"par_4_286","ESTADIO METROPOLITANO"
"par_4_287","BARRIO DEL PUERTO"
"par_4_288","COSLADA CENTRAL"
"par_4_289","LA RAMBLA"
"par_4_29","MANUEL BECERRA"
"par_4_290","SAN FERNANDO"
"par_4_291","JARAMA"
"par_4_292","HENARES"
"par_4_293","LA GAVIA"
"par_4_294","LAS SUERTES"
"par_4_295","VALDECARROS"
"par_4_296","HOSPITAL DEL HENARES"
"par_4_3","TETUAN"
"par_4_30","GOYA"
"par_4_300","RIVAS FUTURA"
"par_4_305","LA FORTUNA"
"par_4_31","PRINCIPE DE VERGARA"
"par_4_32","RETIRO"
"par_4_322","LA ALMUDENA"
"par_4_323","ALSACIA"
"par_4_324","AVENIDA DE GUADALAJARA"
"par_4_325","LAS ROSAS"
"par_4_326","MIRASIERRA"
"par_4_33","BANCO DE ESPAÑA"
"par_4_34","SEVILLA"
"par_4_345","PACO DE LUCIA"
"par_4_35","SOL"
"par_4_36","OPERA"
"par_4_37","SANTO DOMINGO"
"par_4_38","NOVICIADO"
"par_4_39","SAN BERNARDO"
"par_4_4","ESTRECHO"
"par_4_40","QUEVEDO"
"par_4_41","CANAL"
"par_4_42","CUATRO CAMINOS"
"par_4_43","LEGAZPI"
"par_4_44","DELICIAS"
"par_4_45","PALOS DE LA FRONTERA"
"par_4_46","EMBAJADORES"
"par_4_47","LAVAPIES"
"par_4_48","SOL"
"par_4_49","CALLAO"
"par_4_5","ALVARADO"
"par_4_50","PLAZA DE ESPAÑA"
"par_4_51","VENTURA RODRIGUEZ"
"par_4_52","ARGÜELLES"
"par_4_53","MONCLOA"
"par_4_54","ARGÜELLES"
"par_4_55","SAN BERNARDO"
"par_4_56","BILBAO"
"par_4_57","ALONSO MARTINEZ"
"par_4_58","COLON"
"par_4_59","SERRANO"
"par_4_6","CUATRO CAMINOS"
"par_4_60","VELAZQUEZ"
"par_4_61","GOYA"
"par_4_62","LISTA"
"par_4_63","DIEGO DE LEON"
"par_4_64","AVENIDA DE AMERICA"
"par_4_65","PROSPERIDAD"
"par_4_66","ALFONSO XIII"
"par_4_67","AVENIDA DE LA PAZ"
"par_4_68","ARTURO SORIA"
"par_4_69","ESPERANZA"
"par_4_7","RIOS ROSAS"
"par_4_70","CANILLAS"
"par_4_71","MAR DE CRISTAL"
"par_4_72","SAN LORENZO"
"par_4_73","PARQUE DE SANTA MARIA"
"par_4_74","CANILLEJAS"
"par_4_75","TORRE ARIAS"
"par_4_76","SUANZES"
"par_4_77","CIUDAD LINEAL"
"par_4_78","PUEBLO NUEVO"
"par_4_79","QUINTANA"
"par_4_8","IGLESIA"
"par_4_80","EL CARMEN"
"par_4_81","VENTAS"
"par_4_82","DIEGO DE LEON"
"par_4_83","NUÑEZ DE BALBOA"
"par_4_84","RUBEN DARIO"
"par_4_85","ALONSO MARTINEZ"
"par_4_86","CHUECA"
"par_4_87","GRAN VIA"
"par_4_88","CALLAO"
"par_4_89","OPERA"
"par_4_9","BILBAO"
"par_4_90","LA LATINA"
"par_4_91","PUERTA DE TOLEDO"
"par_4_92","ACACIAS"
"par_4_93","PIRAMIDES"
"par_4_94","MARQUES DE VADILLO"
"par_4_95","URGEL"
"par_4_96","OPORTO"
"par_4_97","VISTA ALEGRE"
"par_4_98","CARABANCHEL"
"par_4_99","EUGENIA DE MONTIJO"
