"interaction","gene","title","cosmid"
"","http://bio2rdf.org/wormbase:WBGene00000001","WBGene00000001 (aap-1)","Y110A7A.10"
"","http://bio2rdf.org/wormbase:WBGene00000002","WBGene00000002 (aat-1)","F27C8.1"
"","http://bio2rdf.org/wormbase:WBGene00000003","WBGene00000003 (aat-2)","F07C3.7"
"","http://bio2rdf.org/wormbase:WBGene00000004","WBGene00000004 (aat-3)","F52H2.2"
"","http://bio2rdf.org/wormbase:WBGene00000005","WBGene00000005 (aat-4)","T13A10.10"
"","http://bio2rdf.org/wormbase:WBGene00000006","WBGene00000006 (aat-5)","C55C2.5"
"","http://bio2rdf.org/wormbase:WBGene00000007","WBGene00000007 (aat-6)","T11F9.4"
"","http://bio2rdf.org/wormbase:WBGene00000008","WBGene00000008 (aat-7)","F54D12.3"
"","http://bio2rdf.org/wormbase:WBGene00000009","WBGene00000009 (aat-8)","F28F9.4"
"","http://bio2rdf.org/wormbase:WBGene00000010","WBGene00000010 (aat-9)","Y53H1C.1"
"","http://bio2rdf.org/wormbase:WBGene00000012","WBGene00000012 (abf-1)","C50F2.9"
"","http://bio2rdf.org/wormbase:WBGene00000013","WBGene00000013 (abf-2)","C50F2.10"
"","http://bio2rdf.org/wormbase:WBGene00000014","WBGene00000014 (abf-3)","F54B8.5"
"","http://bio2rdf.org/wormbase:WBGene00000015","WBGene00000015 (abf-4)","Y38H6C.22"
"","http://bio2rdf.org/wormbase:WBGene00000016","WBGene00000016 (abf-5)","T22H6.5"
"","http://bio2rdf.org/wormbase:WBGene00000017","WBGene00000017 (abf-6)","T22H6.7"
"","http://bio2rdf.org/wormbase:WBGene00000018","WBGene00000018 (abl-1)","M79.1"
"","http://bio2rdf.org/wormbase:WBGene00000019","WBGene00000019 (abt-1)","C24F3.5"
"","http://bio2rdf.org/wormbase:WBGene00000020","WBGene00000020 (abt-2)","F12B6.1"
"","http://bio2rdf.org/wormbase:WBGene00000021","WBGene00000021 (abt-3)","F55G11.9"
"","http://bio2rdf.org/wormbase:WBGene00000022","WBGene00000022 (abt-4)","Y39D8C.1"
"","http://bio2rdf.org/wormbase:WBGene00000023","WBGene00000023 (abt-5)","Y53C10A.9"
"","http://bio2rdf.org/wormbase:WBGene00000024","WBGene00000024 (abu-1)","AC3.3"
"","http://bio2rdf.org/wormbase:WBGene00000025","WBGene00000025 (abu-2)","F19G12.7"
"","http://bio2rdf.org/wormbase:WBGene00000026","WBGene00000026 (abu-3)","F31A3.1"
"","http://bio2rdf.org/wormbase:WBGene00000027","WBGene00000027 (abu-4)","Y5H2A.3"
"","http://bio2rdf.org/wormbase:WBGene00000028","WBGene00000028 (abu-5)","Y105C5A.4"
"","http://bio2rdf.org/wormbase:WBGene00000029","WBGene00000029 (abu-6)","C03A7.7"
"","http://bio2rdf.org/wormbase:WBGene00000030","WBGene00000030 (abu-7)","C03A7.8"
"","http://bio2rdf.org/wormbase:WBGene00000031","WBGene00000031 (abu-8)","C03A7.14"
"","http://bio2rdf.org/wormbase:WBGene00000032","WBGene00000032 (abu-9)","R09F10.2"
"","http://bio2rdf.org/wormbase:WBGene00000033","WBGene00000033 (abu-10)","F35A5.3"
"","http://bio2rdf.org/wormbase:WBGene00000034","WBGene00000034 (abu-11)","T01D1.6"
"","http://bio2rdf.org/wormbase:WBGene00000035","WBGene00000035 (ace-1)","W09B12.1"
"","http://bio2rdf.org/wormbase:WBGene00000036","WBGene00000036 (ace-2)","Y44E3A.2"
"","http://bio2rdf.org/wormbase:WBGene00000037","WBGene00000037 (ace-3)","Y48B6A.8"
"","http://bio2rdf.org/wormbase:WBGene00000038","WBGene00000038 (ace-4)","Y48B6A.7"
"","http://bio2rdf.org/wormbase:WBGene00000039","WBGene00000039 (acn-1)","C42D8.5"
"","http://bio2rdf.org/wormbase:WBGene00000040","WBGene00000040 (aco-1)","ZK455.1"
"","http://bio2rdf.org/wormbase:WBGene00000041","WBGene00000041 (aco-2)","F54H12.1"
"","http://bio2rdf.org/wormbase:WBGene00000042","WBGene00000042 (acr-2)","K11G12.2"
"","http://bio2rdf.org/wormbase:WBGene00000043","WBGene00000043 (acr-3)","K11G12.7"
"","http://bio2rdf.org/wormbase:WBGene00000044","WBGene00000044 (acr-5)","K03F8.2"
"","http://bio2rdf.org/wormbase:WBGene00000045","WBGene00000045 (acr-6)","ZK973.5"
"","http://bio2rdf.org/wormbase:WBGene00000046","WBGene00000046 (acr-7)","T09A5.3"
"","http://bio2rdf.org/wormbase:WBGene00000047","WBGene00000047 (acr-8)","ZC504.2"
"","http://bio2rdf.org/wormbase:WBGene00000048","WBGene00000048 (acr-9)","C40C9.2"
"","http://bio2rdf.org/wormbase:WBGene00000049","WBGene00000049 (acr-10)","R02E12.8"
"","http://bio2rdf.org/wormbase:WBGene00000050","WBGene00000050 (acr-11)","D2092.3"
"","http://bio2rdf.org/wormbase:WBGene00000051","WBGene00000051 (acr-12)","R01E6.4"
"","http://bio2rdf.org/wormbase:WBGene00000053","WBGene00000053 (acr-14)","T05C12.2"
"","http://bio2rdf.org/wormbase:WBGene00000054","WBGene00000054 (acr-15)","F25G6.4"
"","http://bio2rdf.org/wormbase:WBGene00000055","WBGene00000055 (acr-16)","F25G6.3"
"","http://bio2rdf.org/wormbase:WBGene00000056","WBGene00000056 (acr-17)","F53E10.2"
"","http://bio2rdf.org/wormbase:WBGene00000057","WBGene00000057 (acr-18)","F28F8.1"
"","http://bio2rdf.org/wormbase:WBGene00000058","WBGene00000058 (acr-19)","C31H5.3"
"","http://bio2rdf.org/wormbase:WBGene00000059","WBGene00000059 (acr-20)","R06A4.10"
"","http://bio2rdf.org/wormbase:WBGene00000060","WBGene00000060 (acr-21)","F27B3.2"
"","http://bio2rdf.org/wormbase:WBGene00000061","WBGene00000061 (lgc-11)","F48E3.7"
"","http://bio2rdf.org/wormbase:WBGene00000062","WBGene00000062 (acr-23)","F59B1.9"
"","http://bio2rdf.org/wormbase:WBGene00000063","WBGene00000063 (act-1)","T04C12.6"
"","http://bio2rdf.org/wormbase:WBGene00000064","WBGene00000064 (act-2)","T04C12.5"
"","http://bio2rdf.org/wormbase:WBGene00000065","WBGene00000065 (act-3)","T04C12.4"
"","http://bio2rdf.org/wormbase:WBGene00000066","WBGene00000066 (act-4)","M03F4.2"
"","http://bio2rdf.org/wormbase:WBGene00000067","WBGene00000067 (act-5)","T25C8.2"
"","http://bio2rdf.org/wormbase:WBGene00000068","WBGene00000068 (acy-1)","F17C8.1"
"","http://bio2rdf.org/wormbase:WBGene00000069","WBGene00000069 (acy-2)","C10F3.3"
"","http://bio2rdf.org/wormbase:WBGene00000070","WBGene00000070 (acy-3)","C44F1.5"
"","http://bio2rdf.org/wormbase:WBGene00000071","WBGene00000071 (acy-4)","T01C2.1"
"","http://bio2rdf.org/wormbase:WBGene00000072","WBGene00000072 (add-1)","F39C12.2"
"","http://bio2rdf.org/wormbase:WBGene00000073","WBGene00000073 (add-2)","F57F5.4"
"","http://bio2rdf.org/wormbase:WBGene00000074","WBGene00000074 (adm-2)","C04A11.4"
"","http://bio2rdf.org/wormbase:WBGene00000075","WBGene00000075 (adm-4)","ZK154.7"
"","http://bio2rdf.org/wormbase:WBGene00000079","WBGene00000079 (adr-1)","H15N14.1"
"","http://bio2rdf.org/wormbase:WBGene00000080","WBGene00000080 (adr-2)","T20H4.4"
"","http://bio2rdf.org/wormbase:WBGene00000081","WBGene00000081 (ads-1)","Y50D7A.7"
"","http://bio2rdf.org/wormbase:WBGene00000082","WBGene00000082 (adt-1)","C02B4.1"
"","http://bio2rdf.org/wormbase:WBGene00000083","WBGene00000083 (adt-2)","F08C6.1"
"","http://bio2rdf.org/wormbase:WBGene00000084","WBGene00000084 (aex-1)","D2030.10"
"","http://bio2rdf.org/wormbase:WBGene00000085","WBGene00000085 (aex-2)","T14B1.2"
"","http://bio2rdf.org/wormbase:WBGene00000086","WBGene00000086 (aex-3)","C02H7.3"
"","http://bio2rdf.org/wormbase:WBGene00000088","WBGene00000088 (aex-5)","F32A7.6"
"","http://bio2rdf.org/wormbase:WBGene00000089","WBGene00000089 (aex-6)","Y87G2A.4"
"","http://bio2rdf.org/wormbase:WBGene00000090","WBGene00000090 (age-1)","B0334.8"
"","http://bio2rdf.org/wormbase:WBGene00000092","WBGene00000092 (ags-3)","F32A6.4"
"","http://bio2rdf.org/wormbase:WBGene00000093","WBGene00000093 (agt-1)","Y62E10A.5"
"","http://bio2rdf.org/wormbase:WBGene00000094","WBGene00000094 (agt-2)","F09E5.13"
"","http://bio2rdf.org/wormbase:WBGene00000095","WBGene00000095 (aha-1)","C25A1.11"
"","http://bio2rdf.org/wormbase:WBGene00000096","WBGene00000096 (ahr-1)","C41G7.5"
"","http://bio2rdf.org/wormbase:WBGene00000097","WBGene00000097 (aip-1)","F58E10.4"
"","http://bio2rdf.org/wormbase:WBGene00000098","WBGene00000098 (air-1)","K07C11.2"
"","http://bio2rdf.org/wormbase:WBGene00000099","WBGene00000099 (air-2)","B0207.4"
"","http://bio2rdf.org/wormbase:WBGene00000100","WBGene00000100 (ajm-1)","C25A11.4"
"","http://bio2rdf.org/wormbase:WBGene00000101","WBGene00000101 (aka-1)","D1022.7"
"","http://bio2rdf.org/wormbase:WBGene00000102","WBGene00000102 (akt-1)","C12D8.10"
"","http://bio2rdf.org/wormbase:WBGene00000103","WBGene00000103 (akt-2)","F28H6.1"
"","http://bio2rdf.org/wormbase:WBGene00000105","WBGene00000105 (alg-1)","F48F7.1"
"","http://bio2rdf.org/wormbase:WBGene00000106","WBGene00000106 (alg-2)","T07D3.7"
"","http://bio2rdf.org/wormbase:WBGene00000107","WBGene00000107 (alh-1)","F54D8.3"
"","http://bio2rdf.org/wormbase:WBGene00000108","WBGene00000108 (alh-2)","K04F1.15"
"","http://bio2rdf.org/wormbase:WBGene00000109","WBGene00000109 (alh-3)","F36H1.6"
"","http://bio2rdf.org/wormbase:WBGene00000110","WBGene00000110 (alh-4)","T05H4.13"
"","http://bio2rdf.org/wormbase:WBGene00000111","WBGene00000111 (alh-5)","T08B1.3"
"","http://bio2rdf.org/wormbase:WBGene00000112","WBGene00000112 (alh-6)","F56D12.1"
"","http://bio2rdf.org/wormbase:WBGene00000113","WBGene00000113 (alh-7)","F45H10.1"
"","http://bio2rdf.org/wormbase:WBGene00000114","WBGene00000114 (alh-8)","F13D12.4"
"","http://bio2rdf.org/wormbase:WBGene00000115","WBGene00000115 (alh-9)","F01F1.6"
"","http://bio2rdf.org/wormbase:WBGene00000116","WBGene00000116 (alh-10)","C54D1.4"
"","http://bio2rdf.org/wormbase:WBGene00000117","WBGene00000117 (alh-11)","F42G9.5"
"","http://bio2rdf.org/wormbase:WBGene00000118","WBGene00000118 (alh-12)","Y69F12A.2"
"","http://bio2rdf.org/wormbase:WBGene00000120","WBGene00000120 (aly-1)","C01F6.5"
"","http://bio2rdf.org/wormbase:WBGene00000121","WBGene00000121 (aly-2)","F23B2.6"
"","http://bio2rdf.org/wormbase:WBGene00000122","WBGene00000122 (aly-3)","M18.7"
"","http://bio2rdf.org/wormbase:WBGene00000123","WBGene00000123 (ama-1)","F36A4.7"
"","http://bio2rdf.org/wormbase:WBGene00000133","WBGene00000133 (amt-1)","C05E11.4"
"","http://bio2rdf.org/wormbase:WBGene00000134","WBGene00000134 (amt-2)","F49E11.3"
"","http://bio2rdf.org/wormbase:WBGene00000135","WBGene00000135 (amt-3)","M195.3"
"","http://bio2rdf.org/wormbase:WBGene00000136","WBGene00000136 (amt-4)","C05E11.5"
"","http://bio2rdf.org/wormbase:WBGene00000137","WBGene00000137 (amx-1)","R13G10.2"
"","http://bio2rdf.org/wormbase:WBGene00000138","WBGene00000138 (amx-2)","B0019.1"
"","http://bio2rdf.org/wormbase:WBGene00000139","WBGene00000139 (amx-3)","F25C8.2"
"","http://bio2rdf.org/wormbase:WBGene00000140","WBGene00000140 (anc-1)","ZK973.6"
"","http://bio2rdf.org/wormbase:WBGene00000142","WBGene00000142 (aos-1)","C08B6.9"
"","http://bio2rdf.org/wormbase:WBGene00000143","WBGene00000143 (apc-2)","K06H7.6"
"","http://bio2rdf.org/wormbase:WBGene00000144","WBGene00000144 (apc-10)","F15H10.3"
"","http://bio2rdf.org/wormbase:WBGene00000145","WBGene00000145 (apc-11)","F35G12.9"
"","http://bio2rdf.org/wormbase:WBGene00000146","WBGene00000146 (ape-1)","F46F3.4"
"","http://bio2rdf.org/wormbase:WBGene00000147","WBGene00000147 (aph-1)","VF36H2L.1"
"","http://bio2rdf.org/wormbase:WBGene00000148","WBGene00000148 (aph-2)","ZC434.6"
"","http://bio2rdf.org/wormbase:WBGene00000149","WBGene00000149 (apl-1)","C42D8.8"
"","http://bio2rdf.org/wormbase:WBGene00000150","WBGene00000150 (apm-1)","F55A12.7"
"","http://bio2rdf.org/wormbase:WBGene00000151","WBGene00000151 (apn-1)","T05H10.2"
"","http://bio2rdf.org/wormbase:WBGene00000155","WBGene00000155 (app-1)","W03G9.4"
"","http://bio2rdf.org/wormbase:WBGene00000156","WBGene00000156 (apr-1)","K04G2.8"
"","http://bio2rdf.org/wormbase:WBGene00000157","WBGene00000157 (aps-2)","F02E8.3"
"","http://bio2rdf.org/wormbase:WBGene00000158","WBGene00000158 (apg-1)","Y105E8A.9"
"","http://bio2rdf.org/wormbase:WBGene00000159","WBGene00000159 (aps-1)","F29G9.3"
"","http://bio2rdf.org/wormbase:WBGene00000160","WBGene00000160 (apb-1)","Y71H2B.10"
"","http://bio2rdf.org/wormbase:WBGene00000161","WBGene00000161 (apa-2)","T20B5.1"
"","http://bio2rdf.org/wormbase:WBGene00000162","WBGene00000162 (apd-3)","W09G10.4"
"","http://bio2rdf.org/wormbase:WBGene00000163","WBGene00000163 (apb-3)","R11A5.1"
"","http://bio2rdf.org/wormbase:WBGene00000164","WBGene00000164 (apm-3)","F53H8.1"
"","http://bio2rdf.org/wormbase:WBGene00000165","WBGene00000165 (aps-3)","Y48G8AL.14"
"","http://bio2rdf.org/wormbase:WBGene00000166","WBGene00000166 (apt-9)","W04G3.4"
"","http://bio2rdf.org/wormbase:WBGene00000168","WBGene00000168 (apx-1)","K08D9.3"
"","http://bio2rdf.org/wormbase:WBGene00000169","WBGene00000169 (aqp-1)","F32A5.5"
"","http://bio2rdf.org/wormbase:WBGene00000170","WBGene00000170 (aqp-2)","C01G6.1"
"","http://bio2rdf.org/wormbase:WBGene00000171","WBGene00000171 (aqp-3)","Y69E1A.7"
"","http://bio2rdf.org/wormbase:WBGene00000172","WBGene00000172 (aqp-4)","F40F9.9"
"","http://bio2rdf.org/wormbase:WBGene00000173","WBGene00000173 (aqp-5)","C35A5.1"
"","http://bio2rdf.org/wormbase:WBGene00000174","WBGene00000174 (aqp-6)","C32C4.2"
"","http://bio2rdf.org/wormbase:WBGene00000175","WBGene00000175 (aqp-7)","M02F4.8"
"","http://bio2rdf.org/wormbase:WBGene00000176","WBGene00000176 (aqp-8)","K02G10.7"
"","http://bio2rdf.org/wormbase:WBGene00000177","WBGene00000177 (aqp-9)","K07A1.16"
"","http://bio2rdf.org/wormbase:WBGene00000178","WBGene00000178 (aqp-10)","ZK1321.3"
"","http://bio2rdf.org/wormbase:WBGene00000179","WBGene00000179 (aqp-11)","ZK525.2"
"","http://bio2rdf.org/wormbase:WBGene00000180","WBGene00000180 (arc-1)","ZK1320.6"
"","http://bio2rdf.org/wormbase:WBGene00000181","WBGene00000181 (ard-1)","F01G4.2"
"","http://bio2rdf.org/wormbase:WBGene00000182","WBGene00000182 (arf-1.2)","B0336.2"
"","http://bio2rdf.org/wormbase:WBGene00000183","WBGene00000183 (arf-3)","F57H12.1"
"","http://bio2rdf.org/wormbase:WBGene00000184","WBGene00000184 (arf-6)","Y116A8C.12"
"","http://bio2rdf.org/wormbase:WBGene00000185","WBGene00000185 (arg-1)","F31A9.3"
"","http://bio2rdf.org/wormbase:WBGene00000186","WBGene00000186 (ark-1)","C01C7.1"
"","http://bio2rdf.org/wormbase:WBGene00000187","WBGene00000187 (arl-1)","F54C9.10"
"","http://bio2rdf.org/wormbase:WBGene00000188","WBGene00000188 (arl-3)","F19H8.3"
"","http://bio2rdf.org/wormbase:WBGene00000189","WBGene00000189 (arl-5)","ZK632.8"
"","http://bio2rdf.org/wormbase:WBGene00000190","WBGene00000190 (arf-1.1)","F45E4.1"
"","http://bio2rdf.org/wormbase:WBGene00000191","WBGene00000191 (arl-7)","F20D1.5"
"","http://bio2rdf.org/wormbase:WBGene00000192","WBGene00000192 (arl-8)","Y57G11C.13"
"","http://bio2rdf.org/wormbase:WBGene00000193","WBGene00000193 (arl-6)","C38D4.8"
"","http://bio2rdf.org/wormbase:WBGene00000195","WBGene00000195 (arr-1)","F53H8.2"
"","http://bio2rdf.org/wormbase:WBGene00000196","WBGene00000196 (aars-1)","W02B12.6"
"","http://bio2rdf.org/wormbase:WBGene00000197","WBGene00000197 (aars-2)","F28H1.3"
"","http://bio2rdf.org/wormbase:WBGene00000198","WBGene00000198 (art-1)","C15F1.6"
"","http://bio2rdf.org/wormbase:WBGene00000199","WBGene00000199 (arx-1)","Y71F9AL.16"
"","http://bio2rdf.org/wormbase:WBGene00000200","WBGene00000200 (arx-2)","K07C5.1"
"","http://bio2rdf.org/wormbase:WBGene00000201","WBGene00000201 (arx-3)","Y79H2A.6"
"","http://bio2rdf.org/wormbase:WBGene00000202","WBGene00000202 (exos-4.2)","Y6D11A.1"
"","http://bio2rdf.org/wormbase:WBGene00000203","WBGene00000203 (arx-5)","Y37D8A.1"
"","http://bio2rdf.org/wormbase:WBGene00000204","WBGene00000204 (arx-6)","C35D10.16"
"","http://bio2rdf.org/wormbase:WBGene00000205","WBGene00000205 (arx-7)","M01B12.3"
"","http://bio2rdf.org/wormbase:WBGene00000206","WBGene00000206 (asb-1)","F35G12.10"
"","http://bio2rdf.org/wormbase:WBGene00000207","WBGene00000207 (asb-2)","F02E8.1"
"","http://bio2rdf.org/wormbase:WBGene00000208","WBGene00000208 (trip-4)","Y53F4B.15"
"","http://bio2rdf.org/wormbase:WBGene00000209","WBGene00000209 (asg-1)","K07A12.3"
"","http://bio2rdf.org/wormbase:WBGene00000210","WBGene00000210 (asg-2)","C53B7.4"
"","http://bio2rdf.org/wormbase:WBGene00000211","WBGene00000211 (asm-1)","B0252.2"
"","http://bio2rdf.org/wormbase:WBGene00000212","WBGene00000212 (asm-2)","ZK455.4"
"","http://bio2rdf.org/wormbase:WBGene00000213","WBGene00000213 (asm-3)","W03G1.7"
"","http://bio2rdf.org/wormbase:WBGene00000214","WBGene00000214 (asp-1)","Y39B6A.20"
"","http://bio2rdf.org/wormbase:WBGene00000215","WBGene00000215 (asp-2)","T18H9.2"
"","http://bio2rdf.org/wormbase:WBGene00000216","WBGene00000216 (asp-3)","H22K11.1"
"","http://bio2rdf.org/wormbase:WBGene00000217","WBGene00000217 (asp-4)","R12H7.2"
"","http://bio2rdf.org/wormbase:WBGene00000218","WBGene00000218 (asp-5)","F21F8.3"
"","http://bio2rdf.org/wormbase:WBGene00000219","WBGene00000219 (asp-6)","F21F8.7"
"","http://bio2rdf.org/wormbase:WBGene00000220","WBGene00000220 (atf-2)","K08F8.2"
"","http://bio2rdf.org/wormbase:WBGene00000221","WBGene00000221 (atf-5)","T04C10.4"
"","http://bio2rdf.org/wormbase:WBGene00000222","WBGene00000222 (atf-6)","F45E6.2"
"","http://bio2rdf.org/wormbase:WBGene00000223","WBGene00000223 (atf-7)","C07G2.2"
"","http://bio2rdf.org/wormbase:WBGene00000224","WBGene00000224 (atgp-1)","F26D10.9"
"","http://bio2rdf.org/wormbase:WBGene00000225","WBGene00000225 (atgp-2)","C38C6.2"
"","http://bio2rdf.org/wormbase:WBGene00000226","WBGene00000226 (atl-1)","T06E4.3"
"","http://bio2rdf.org/wormbase:WBGene00000227","WBGene00000227 (atm-1)","Y48G1BL.2"
"","http://bio2rdf.org/wormbase:WBGene00000228","WBGene00000228 (atn-1)","W04D2.1"
"","http://bio2rdf.org/wormbase:WBGene00000229","WBGene00000229 (atp-2)","C34E10.6"
"","http://bio2rdf.org/wormbase:WBGene00000230","WBGene00000230 (atp-3)","F27C1.7"
"","http://bio2rdf.org/wormbase:WBGene00000231","WBGene00000231 (atx-2)","D2045.1"
"","http://bio2rdf.org/wormbase:WBGene00000232","WBGene00000232 (avr-14)","B0207.12"
"","http://bio2rdf.org/wormbase:WBGene00000233","WBGene00000233 (avr-15)","R11G10.1"
"","http://bio2rdf.org/wormbase:WBGene00000235","WBGene00000235 (baf-1)","B0464.7"
"","http://bio2rdf.org/wormbase:WBGene00000236","WBGene00000236 (bag-1)","F57B10.11"
"","http://bio2rdf.org/wormbase:WBGene00000237","WBGene00000237 (bam-2)","Y71F9AR.1"
"","http://bio2rdf.org/wormbase:WBGene00000238","WBGene00000238 (bar-1)","C54D1.6"
"","http://bio2rdf.org/wormbase:WBGene00000239","WBGene00000239 (bas-1)","C05D2.4"
"","http://bio2rdf.org/wormbase:WBGene00000240","WBGene00000240 (pah-1)","K08F8.4"
"","http://bio2rdf.org/wormbase:WBGene00000241","WBGene00000241 (bbs-1)","Y105E8A.5"
"","http://bio2rdf.org/wormbase:WBGene00000242","WBGene00000242 (bbs-2)","F20D12.3"
"","http://bio2rdf.org/wormbase:WBGene00000244","WBGene00000244 (bbs-8)","T25F10.5"
"","http://bio2rdf.org/wormbase:WBGene00000245","WBGene00000245 (bca-1)","T13C5.5"
"","http://bio2rdf.org/wormbase:WBGene00000246","WBGene00000246 (bcc-1)","M7.3"
"","http://bio2rdf.org/wormbase:WBGene00000247","WBGene00000247 (bec-1)","T19E7.3"
"","http://bio2rdf.org/wormbase:WBGene00000248","WBGene00000248 (ben-1)","C54C6.2"
"","http://bio2rdf.org/wormbase:WBGene00000249","WBGene00000249 (bir-1)","T27F2.3"
"","http://bio2rdf.org/wormbase:WBGene00000250","WBGene00000250 (bir-2)","C50B8.2"
"","http://bio2rdf.org/wormbase:WBGene00000251","WBGene00000251 (bli-1)","C09G5.6"
"","http://bio2rdf.org/wormbase:WBGene00000252","WBGene00000252 (bli-2)","F59E12.12"
"","http://bio2rdf.org/wormbase:WBGene00000253","WBGene00000253 (bli-3)","F56C11.1"
"","http://bio2rdf.org/wormbase:WBGene00000254","WBGene00000254 (bli-4)","K04F10.4"
"","http://bio2rdf.org/wormbase:WBGene00000255","WBGene00000255 (bli-5)","F45G2.5"
"","http://bio2rdf.org/wormbase:WBGene00000256","WBGene00000256 (bli-6)","Y73B6BL.34"
"","http://bio2rdf.org/wormbase:WBGene00000257","WBGene00000257 (bmk-1)","F23B12.8"
"","http://bio2rdf.org/wormbase:WBGene00000259","WBGene00000259 (bpl-1)","F13H8.10"
"","http://bio2rdf.org/wormbase:WBGene00000262","WBGene00000262 (bra-1)","F54B11.6"
"","http://bio2rdf.org/wormbase:WBGene00000264","WBGene00000264 (brc-1)","C36A4.8"
"","http://bio2rdf.org/wormbase:WBGene00000265","WBGene00000265 (brd-1)","K04C2.4"
"","http://bio2rdf.org/wormbase:WBGene00000266","WBGene00000266 (bre-1)","C53B4.7"
"","http://bio2rdf.org/wormbase:WBGene00000267","WBGene00000267 (bre-2)","Y39E4B.9"
"","http://bio2rdf.org/wormbase:WBGene00000268","WBGene00000268 (bre-3)","B0464.4"
"","http://bio2rdf.org/wormbase:WBGene00000269","WBGene00000269 (bre-4)","Y73E7A.7"
"","http://bio2rdf.org/wormbase:WBGene00000270","WBGene00000270 (bre-5)","T12G3.8"
"","http://bio2rdf.org/wormbase:WBGene00000271","WBGene00000271 (brf-1)","F45E12.2"
"","http://bio2rdf.org/wormbase:WBGene00000272","WBGene00000272 (bro-1)","F56A3.5"
"","http://bio2rdf.org/wormbase:WBGene00000273","WBGene00000273 (brp-1)","Y79H2A.1"
"","http://bio2rdf.org/wormbase:WBGene00000274","WBGene00000274 (btf-1)","F15D4.1"
"","http://bio2rdf.org/wormbase:WBGene00000275","WBGene00000275 (bub-1)","R06C7.8"
"","http://bio2rdf.org/wormbase:WBGene00000276","WBGene00000276 (byn-1)","F57B9.5"
"","http://bio2rdf.org/wormbase:WBGene00000277","WBGene00000277 (cab-1)","C23H4.1"
"","http://bio2rdf.org/wormbase:WBGene00000279","WBGene00000279 (cah-1)","F54D8.4"
"","http://bio2rdf.org/wormbase:WBGene00000280","WBGene00000280 (cah-2)","D1022.8"
"","http://bio2rdf.org/wormbase:WBGene00000281","WBGene00000281 (cah-3)","K05G3.3"
"","http://bio2rdf.org/wormbase:WBGene00000282","WBGene00000282 (cah-4)","R01E6.3"
"","http://bio2rdf.org/wormbase:WBGene00000283","WBGene00000283 (cah-5)","R173.1"
"","http://bio2rdf.org/wormbase:WBGene00000284","WBGene00000284 (cah-6)","T28F2.3"
"","http://bio2rdf.org/wormbase:WBGene00000285","WBGene00000285 (cal-1)","C13C12.1"
"","http://bio2rdf.org/wormbase:WBGene00000286","WBGene00000286 (cal-2)","C18E9.1"
"","http://bio2rdf.org/wormbase:WBGene00000287","WBGene00000287 (cal-3)","M02B7.6"
"","http://bio2rdf.org/wormbase:WBGene00000288","WBGene00000288 (cal-4)","T07G12.1"
"","http://bio2rdf.org/wormbase:WBGene00000289","WBGene00000289 (cam-1)","C01G6.8"
"","http://bio2rdf.org/wormbase:WBGene00000292","WBGene00000292 (cap-1)","D2024.6"
"","http://bio2rdf.org/wormbase:WBGene00000293","WBGene00000293 (cap-2)","M106.5"
"","http://bio2rdf.org/wormbase:WBGene00000294","WBGene00000294 (cas-1)","F41G4.2"
"","http://bio2rdf.org/wormbase:WBGene00000295","WBGene00000295 (cat-1)","W01C8.6"
"","http://bio2rdf.org/wormbase:WBGene00000296","WBGene00000296 (cat-2)","B0432.5"
"","http://bio2rdf.org/wormbase:WBGene00000298","WBGene00000298 (cat-4)","F32G8.6"
"","http://bio2rdf.org/wormbase:WBGene00000301","WBGene00000301 (cav-1)","T13F2.8"
"","http://bio2rdf.org/wormbase:WBGene00000302","WBGene00000302 (cav-2)","C56A3.7"
"","http://bio2rdf.org/wormbase:WBGene00000366","WBGene00000366 (cbp-1)","R10E11.1"
"","http://bio2rdf.org/wormbase:WBGene00000367","WBGene00000367 (cca-1)","C54D2.5"
"","http://bio2rdf.org/wormbase:WBGene00000368","WBGene00000368 (ccb-1)","T28F2.5"
"","http://bio2rdf.org/wormbase:WBGene00000369","WBGene00000369 (ccf-1)","Y56A3A.20"
"","http://bio2rdf.org/wormbase:WBGene00000370","WBGene00000370 (ccg-1)","Y73F8A.6"
"","http://bio2rdf.org/wormbase:WBGene00000371","WBGene00000371 (cox-5B)","F26E4.9"
"","http://bio2rdf.org/wormbase:WBGene00000372","WBGene00000372 (cyp-13A7)","T10B9.10"
"","http://bio2rdf.org/wormbase:WBGene00000373","WBGene00000373 (cyp-14A5)","F08F3.7"
"","http://bio2rdf.org/wormbase:WBGene00000374","WBGene00000374 (cyp-31A1)","C01F6.3"
"","http://bio2rdf.org/wormbase:WBGene00000375","WBGene00000375 (cyp-44A1)","ZK177.5"
"","http://bio2rdf.org/wormbase:WBGene00000376","WBGene00000376 (ccr-4)","ZC518.3"
"","http://bio2rdf.org/wormbase:WBGene00000377","WBGene00000377 (cct-1)","T05C12.7"
"","http://bio2rdf.org/wormbase:WBGene00000378","WBGene00000378 (cct-2)","T21B10.7"
"","http://bio2rdf.org/wormbase:WBGene00000379","WBGene00000379 (cct-4)","K01C8.10"
"","http://bio2rdf.org/wormbase:WBGene00000380","WBGene00000380 (cct-5)","C07G2.3"
"","http://bio2rdf.org/wormbase:WBGene00000381","WBGene00000381 (cct-6)","F01F1.8"
"","http://bio2rdf.org/wormbase:WBGene00000382","WBGene00000382 (cdc-6)","C43E11.10"
