"stop_id","stop_name","location_type","parent_station"
"acc_4_286_712","Ascensor","2","est_4_286"
"acc_4_287_708","Avda. España","2","est_4_287"
"acc_4_287_709","Ascensor","2","est_4_287"
"acc_4_288_703","Doctor Fleming","2","est_4_288"
"acc_4_288_704","Correspondencia RENFE","2","est_4_288"
"acc_4_288_706","Ascensor RENFE","2","est_4_288"
"acc_4_288_707","Ascensor","2","est_4_288"
"acc_4_289_701","Honduras","2","est_4_289"
"acc_4_289_702","Ascensor","2","est_4_289"
"acc_4_28_93","Plaza de Toros","2","est_4_28"
"acc_4_28_94","Plaza de Toros","2","est_4_28"
"acc_4_290_699","Gonzalo de Córdoba","2","est_4_290"
"acc_4_290_700","Ascensor","2","est_4_290"
"acc_4_291_697","Plaza de Guernica","2","est_4_291"
"acc_4_291_698","Ascensor","2","est_4_291"
"acc_4_292_695","Algorta","2","est_4_292"
"acc_4_292_696","Ascensor","2","est_4_292"
"acc_4_293_713","Avda. Ensanche de Vallecas","2","est_4_293"
"acc_4_293_714","Ascensor","2","est_4_293"
"acc_4_294_715","Cañada del Santísimo","2","est_4_294"
"acc_4_294_716","Ascensor","2","est_4_294"
"acc_4_295_717","Avda. Ensanche de Vallecas","2","est_4_295"
"acc_4_295_718","Ascensor","2","est_4_295"
"acc_4_296_761","Hospital del Henares","2","est_4_296"
"acc_4_296_762","Ascensor exterior","2","est_4_296"
"acc_4_29_95","D. Ramón de la Cruz","2","est_4_29"
"acc_4_29_96","Doctor Esquerdo","2","est_4_29"
"acc_4_2_5","Capitán Blanco Argibay","2","est_4_2"
"acc_4_2_6","Aníbal","2","est_4_2"
"acc_4_300_815","Concepción Arenal","2","est_4_300"
"acc_4_300_816","Marie Curie","2","est_4_300"
"acc_4_300_817","Ascensor exterior","2","est_4_300"
"acc_4_305_1045","San José","2","est_4_305"
"acc_4_305_1046","Ascensor Exterior","2","est_4_305"
"acc_4_30_100","Felipe II impares","2","est_4_30"
"acc_4_30_101","General Díaz Porlier","2","est_4_30"
"acc_4_30_778","Ascensor ext nº4 a A2 L4","2","est_4_30"
"acc_4_30_779","Ascensor ext nº5 a A2 L4","2","est_4_30"
"acc_4_30_780","Ascensor ext nº2 a A1 L2","2","est_4_30"
"acc_4_30_781","Ascensor ext nº3 a A1 L2","2","est_4_30"
"acc_4_30_782","Ascensor exterior","2","est_4_30"
"acc_4_30_97","Conde de Peñalver pares","2","est_4_30"
"acc_4_30_98","Conde de Peñalver impares","2","est_4_30"
"acc_4_30_99","Felipe II pares","2","est_4_30"
"acc_4_31_103","Alcalá","2","est_4_31"
"acc_4_322_1058","Arriaga","2","est_4_322"
"acc_4_322_1059","Ascensor Exterior","2","est_4_322"
"acc_4_323_1060","Acceso Intercambiador","2","est_4_323"
"acc_4_323_1061","Ascensor Exterior Nº1","2","est_4_323"
"acc_4_323_1062","Avenida de Guadalajara","2","est_4_323"
"acc_4_323_1063","Ascensor Exterior Nº 2","2","est_4_323"
"acc_4_324_1064","Dresde","2","est_4_324"
"acc_4_324_1065","Ascensor Exterior","2","est_4_324"
"acc_4_325_1066","Paseo de Ginebra","2","est_4_325"
"acc_4_325_1067","Ascensor Exterior","2","est_4_325"
"acc_4_326_1068","Mirasierra","2","est_4_326"
"acc_4_326_1069","Ascensor Exterior","2","est_4_326"
"acc_4_32_104","Lagasca","2","est_4_32"
"acc_4_32_105","Rampa","2","est_4_32"
"acc_4_32_106","Retiro","2","est_4_32"
"acc_4_32_107","Claudio Coello","2","est_4_32"
"acc_4_33_108","Palacio de Buenavista","2","est_4_33"
"acc_4_33_109","Banco de España","2","est_4_33"
"acc_4_33_110","Marqués de Cubas","2","est_4_33"
"acc_4_33_111","Barquillo","2","est_4_33"
"acc_4_345_1075","Paco de Lucía","2","est_4_345"
"acc_4_345_1076","Ascensor Exterior","2","est_4_345"
"acc_4_34_112","Sevilla","2","est_4_34"
"acc_4_34_113","Virgen de los Peligros","2","est_4_34"
"acc_4_34_114","Iglesia de las Calatravas","2","est_4_34"
"acc_4_36_1054","Arenal","2","est_4_36"
"acc_4_36_1056","Campomanes","2","est_4_36"
"acc_4_36_1057","Ascensor","2","est_4_36"
"acc_4_37_116","Santo Domingo","2","est_4_37"
"acc_4_37_117","Gran Vía","2","est_4_37"
"acc_4_38_118","Ministerio de Justicia","2","est_4_50"
"acc_4_38_119","Noviciado","2","est_4_50"
"acc_4_39_120","Alberto Aguilera","2","est_4_39"
"acc_4_39_121","Carranza","2","est_4_39"
"acc_4_3_7","Algodonales","2","est_4_3"
"acc_4_3_8","General Margallo","2","est_4_3"
"acc_4_40_122","Arapiles","2","est_4_40"
"acc_4_40_123","Fuencarral","2","est_4_40"
"acc_4_41_124","Bravo Murillo pares","2","est_4_41"
"acc_4_41_125","Bravo Murillo impares","2","est_4_41"
"acc_4_41_126","Ascensor","2","est_4_41"
"acc_4_43_127","Plaza de Legazpi","2","est_4_43"
"acc_4_43_128","Beata María Ana de Jesús","2","est_4_43"
"acc_4_43_783","Plaza de Legazpi esquina Bolivar","2","est_4_43"
"acc_4_43_784","Ascensor","2","est_4_43"
"acc_4_44_129","Cáceres","2","est_4_44"
"acc_4_44_130","Ciudad Real","2","est_4_44"
"acc_4_44_785","Pº de las Delicias impares","2","est_4_44"
"acc_4_44_786","Ascensor","2","est_4_44"
"acc_4_45_131","Paseo de las Delicias","2","est_4_45"
"acc_4_45_787","Palos de la Frontera impares","2","est_4_45"
"acc_4_45_788","Ascensor","2","est_4_45"
"acc_4_46_136","Embajadores","2","est_4_46"
"acc_4_46_137","Ronda de Valencia","2","est_4_46"
"acc_4_46_789","Ascensor","2","est_4_46"
"acc_4_47_790","Ascensor","2","est_4_47"
"acc_4_47_791","Argumosa","2","est_4_47"
"acc_4_49_139","Centro Comercial","2","est_4_49"
"acc_4_49_140","Plaza de Callao","2","est_4_49"
"acc_4_49_141","Cine Avenida","2","est_4_49"
"acc_4_49_142","Palacio de la Prensa","2","est_4_49"
"acc_4_49_792","Jacometrezo","2","est_4_49"
"acc_4_49_793","Ascensor","2","est_4_49"
"acc_4_49_794","Ascensor","2","est_4_49"
"acc_4_4_10","Juan de Olías","2","est_4_4"
"acc_4_4_11","Manuel Luna","2","est_4_4"
"acc_4_4_12","Fulgencio de Miguel","2","est_4_4"
"acc_4_4_9","Navarra","2","est_4_4"
"acc_4_50_143","Leganitos","2","est_4_50"
"acc_4_50_144","Coliseum","2","est_4_50"
"acc_4_50_145","Plaza de España","2","est_4_50"
"acc_4_50_146","Reyes","2","est_4_50"
"acc_4_50_147","Princesa","2","est_4_50"
"acc_4_50_148","Ascensor","2","est_4_50"
"acc_4_50_149","Ascensor","2","est_4_50"
"acc_4_50_795","Ascensor","2","est_4_50"
"acc_4_51_150","Princesa impares","2","est_4_51"
"acc_4_51_618","Princesa pares","2","est_4_51"
"acc_4_51_796","Ascensor","2","est_4_51"
"acc_4_52_151","Princesa","2","est_4_52"
"acc_4_52_152","Alberto Aguilera","2","est_4_52"
"acc_4_52_153","Altamirano","2","est_4_52"
"acc_4_52_154","Guzmán el Bueno","2","est_4_52"
"acc_4_52_797","Ascensor","2","est_4_52"
"acc_4_53_155","Acceso Intercambiador Ejercito del Aire","2","est_90_14"
"acc_4_53_156","Princesa","2","est_90_14"
"acc_4_53_157","Ascensor exterior intercambiador","2","est_90_14"
"acc_4_53_579","Edificio de acceso intercambiador","2","est_90_14"
"acc_4_53_798","Arcipreste de Hita","2","est_90_14"
"acc_4_53_807","Intercambiador E. del Aire","2","est_90_14"
"acc_4_57_160","Santa Bárbara","2","est_4_57"
"acc_4_57_161","Génova pares","2","est_4_57"
"acc_4_57_162","Santa Engracia","2","est_4_57"
"acc_4_57_163","Hermanos Álvarez Quintero","2","est_4_57"
"acc_4_58_164","Génova impares","2","est_4_58"
"acc_4_58_165","Génova pares","2","est_4_58"
"acc_4_59_167","Serrano","2","est_4_59"
"acc_4_59_168","Goya pares","2","est_4_59"
"acc_4_59_169","Goya impares","2","est_4_59"
"acc_4_59_170","Goya pares","2","est_4_59"
"acc_4_5_13","Bravo Murillo impares","2","est_4_5"
"acc_4_5_14","Bravo Murillo pares","2","est_4_5"
"acc_4_60_171","Goya impares","2","est_4_60"
"acc_4_60_172","Goya pares","2","est_4_60"
"acc_4_60_173","Goya impares","2","est_4_60"
"acc_4_60_174","Goya pares","2","est_4_60"
"acc_4_62_175","Conde de Peñalver","2","est_4_62"
"acc_4_62_176","Conde de Peñalver","2","est_4_62"
"acc_4_63_177","Diego de León","2","est_4_63"
"acc_4_63_178","Francisco Silvela impares","2","est_4_63"
"acc_4_63_179","Francisco Silvela pares","2","est_4_63"
"acc_4_63_180","Francisco Silvela pares","2","est_4_63"
"acc_4_63_234","Juan Bravo - Conde Peñalver","2","est_4_63"
"acc_4_63_235","Juan Bravo - Alcántara","2","est_4_63"
"acc_4_63_236","Francisco Silvela pares","2","est_4_63"
"acc_4_63_237","Francisco Silvela pares","2","est_4_63"
"acc_4_63_238","Alcántara","2","est_4_63"
"acc_4_64_181","Avda. América impares","2","est_90_4"
"acc_4_64_182","Avda. América pares","2","est_90_4"
"acc_4_64_184","Ascensor exterior intercambiador","2","est_90_4"
"acc_4_64_185","Pedro Valdivia","2","est_90_4"
"acc_4_65_186","Plaza Prosperidad","2","est_4_65"
"acc_4_66_187","Clara del Rey","2","est_4_66"
"acc_4_67_188","Ramón y Cajal pares","2","est_4_67"
"acc_4_67_189","Avenida de la Paz","2","est_4_67"
"acc_4_67_190","Ramón y Cajal impares","2","est_4_67"
"acc_4_68_191","Ulises","2","est_4_68"
"acc_4_68_192","Arturo Soria","2","est_4_68"
"acc_4_68_193","José Silva impares","2","est_4_68"
"acc_4_68_194","Ulises impares","2","est_4_68"
"acc_4_69_195","Andorra","2","est_4_69"
"acc_4_6_15","Reina Victoria impares","2","est_4_6"
"acc_4_6_16","Santa Engracia","2","est_4_6"
"acc_4_6_17","Reina Victoria pares","2","est_4_6"
"acc_4_6_18","Bravo Murillo","2","est_4_6"
"acc_4_6_19","Maudes","2","est_4_6"
"acc_4_6_615","Ascensor exterior","2","est_4_6"
"acc_4_70_196","Avda. Machupichu impares","2","est_4_70"
"acc_4_70_197","Ramón Power","2","est_4_70"
"acc_4_70_198","Montalbos","2","est_4_70"
"acc_4_70_199","Mota del Cuervo","2","est_4_70"
"acc_4_70_200","Ascensor","2","est_4_70"
"acc_4_71_201","Arequipa","2","est_4_71"
"acc_4_71_202","Gta. Mar de Cristal","2","est_4_71"
"acc_4_71_203","Mar Adriático","2","est_4_71"
"acc_4_71_204","Ascensor","2","est_4_71"
"acc_4_72_205","Avda. Barranquilla impares","2","est_4_72"
"acc_4_72_206","Avda. Barranquilla pares","2","est_4_72"
"acc_4_72_207","Ascensor","2","est_4_72"
"acc_4_73_208","Santa Virgilia","2","est_4_73"
"acc_4_73_209","Los Arcos","2","est_4_73"
"acc_4_73_210","Ascensor","2","est_4_73"
"acc_4_74_1037","Alcalá - Josefa Valcárcel","2","est_4_74"
"acc_4_74_211","Alcalá impares","2","est_4_74"
"acc_4_74_212","Alcalá pares","2","est_4_74"
"acc_4_75_213","Alcalá impares","2","est_4_75"
"acc_4_75_214","Alcalá pares","2","est_4_75"
"acc_4_76_215","Alcalá pares","2","est_4_76"
"acc_4_76_216","Alcalá impares","2","est_4_76"
"acc_4_77_217","Hnos. García Noblejas","2","est_4_77"
"acc_4_77_218","Misterios","2","est_4_77"
"acc_4_77_219","Arturo Soria","2","est_4_77"
"acc_4_77_220","Albarracín","2","est_4_77"
"acc_4_78_1028","Ascensor exterior","2","est_4_78"
"acc_4_78_221","Hnos. de Pablo","2","est_4_78"
"acc_4_78_222","Emilio Ferrari","2","est_4_78"
"acc_4_78_223","Doctor Vallejo","2","est_4_78"
"acc_4_78_224","Vicente Espinel","2","est_4_78"
"acc_4_78_225","Campuzano","2","est_4_78"
"acc_4_79_226","Hnos. Machado","2","est_4_79"
"acc_4_79_227","Argentina","2","est_4_79"
"acc_4_79_228","Ezequiel Solana","2","est_4_79"
"acc_4_79_229","Virgen del Sagrario","2","est_4_79"
"acc_4_7_20","Ríos Rosas pares","2","est_4_7"
"acc_4_7_21","Ríos Rosas impares","2","est_4_7"
"acc_4_7_22","Bretón de los Herreros","2","est_4_7"
"acc_4_80_230","J. Villena","2","est_4_80"
"acc_4_80_231","Alcalde López Casero","2","est_4_80"
"acc_4_80_232","Hnos. Fdez. Lanseros","2","est_4_80"
"acc_4_80_233","Raquel Meyer","2","est_4_80"
"acc_4_83_239","Velázquez","2","est_4_83"
"acc_4_83_240","Núñez de Balboa","2","est_4_83"
"acc_4_83_242","Pza. Marqués de Salamanca","2","est_4_83"
"acc_4_84_243","Almagro","2","est_4_84"
"acc_4_84_244","Miguel Angel","2","est_4_84"
"acc_4_84_245","Castellana","2","est_4_84"
"acc_4_86_246","Plaza de Chueca","2","est_4_86"
"acc_4_8_23","General Martínez Campos","2","est_4_8"
"acc_4_8_24","Santa Engracia","2","est_4_8"
"acc_4_8_25","Sagunto","2","est_4_8"
"acc_4_8_26","Eloy Gonzalo pares","2","est_4_8"
"acc_4_8_27","Eloy Gonzalo impares","2","est_4_8"
"acc_4_8_774","Ascensor","2","est_4_8"
"acc_4_8_775","Ascensor","2","est_4_8"
"acc_4_90_247","San Francisco","2","est_4_90"
"acc_4_90_248","San Millán","2","est_4_90"
"acc_4_90_249","Toledo","2","est_4_90"
"acc_4_91_250","Puerta de Toledo","2","est_4_91"
"acc_4_92_251","Pº Esperanza","2","est_4_46"
"acc_4_93_252","Pº de las Acacias pares","2","est_4_93"
"acc_4_93_253","Pº de las Acacias impares","2","est_4_93"
"acc_4_93_255","Acceso RENFE","2","est_4_93"
"acc_4_93_256","Ascensor exterior RENFE","2","est_4_93"
"acc_4_94_257","Antonio Leyva","2","est_4_94"
"acc_4_94_258","Avda. Emperatriz Isabel","2","est_4_94"
"acc_4_95_259","Toboso","2","est_4_95"
"acc_4_95_260","San Patricio","2","est_4_95"
"acc_4_95_261","Camino Viejo de Leganés","2","est_4_95"
"acc_4_95_262","Peñafiel","2","est_4_95"
"acc_4_96_263","Valle de Oro","2","est_4_96"
"acc_4_96_264","Oca","2","est_4_96"
"acc_4_96_265","General Ricardos pares","2","est_4_96"
"acc_4_96_266","General Ricardos impares","2","est_4_96"
"acc_4_97_267","Pinzón","2","est_4_97"
"acc_4_97_268","Oca","2","est_4_97"
"acc_4_98_269","Glorieta del Ejército","2","est_4_98"
"acc_4_99_270","Ntra. Sra. de la Luz","2","est_4_99"
"acc_4_9_28","Fuencarral","2","est_4_9"
"acc_4_9_29","Luchana","2","est_4_9"
"acc_4_9_30","Manuela Malasaña","2","est_4_9"
"acc_4_9_31","Francisco de Rojas","2","est_4_9"
"acc_4_9_32","Luchana impares","2","est_4_9"
"acc_4_9_33","Trafalgar","2","est_4_9"
"est_4_10","TRIBUNAL","1",Null
"est_4_101","EMPALME","1",Null
"est_4_102","CAMPAMENTO","1",Null
"est_4_103","CASA DE CAMPO","1",Null
"est_4_104","LAGUNA","1",Null
"est_4_105","CARPETANA","1",Null
"est_4_107","OPAÑEL","1",Null
"est_4_109","USERA","1",Null
"est_4_11","GRAN VIA","1",Null
"est_4_113","CONDE DE CASAL","1",Null
"est_4_114","SAINZ DE BARANDA","1",Null
"est_4_115","ODONNELL","1",Null
"est_4_119","REPUBLICA ARGENTINA","1",Null
"est_4_122","GUZMAN EL BUENO","1",Null
"est_4_123","METROPOLITANO","1",Null
"est_4_124","CIUDAD UNIVERSITARIA","1",Null
"est_4_128","PUERTA DEL ANGEL","1",Null
"est_4_129","ALTO DE EXTREMADURA","1",Null
"est_4_13","TIRSO DE MOLINA","1",Null
"est_4_130","LUCERO","1",Null
"est_4_132","LAS MUSAS","1",Null
"est_4_133","SAN BLAS","1",Null
"est_4_134","SIMANCAS","1",Null
"est_4_135","GARCIA NOBLEJAS","1",Null
"est_4_136","ASCAO","1",Null
"est_4_138","BARRIO DE LA CONCEPCION","1",Null
"est_4_139","PARQUE DE LAS AVENIDAS","1",Null
"est_4_14","ANTON MARTIN","1",Null
"est_4_140","CARTAGENA","1",Null
"est_4_142","GREGORIO MARAÑON","1",Null
"est_4_143","ALONSO CANO","1",Null
"est_4_145","ISLAS FILIPINAS","1",Null
"est_4_147","FRANCOS RODRIGUEZ","1",Null
"est_4_148","VALDEZARZA","1",Null
"est_4_149","ANTONIO MACHADO","1",Null
"est_4_15","ATOCHA","1",Null
"est_4_150","PEÑAGRANDE","1",Null
"est_4_151","AVDA. DE LA ILUSTRACION","1",Null
"est_4_152","LACOMA","1",Null
"est_4_154","PITIS","1",Null
"est_4_156","COLOMBIA","1",Null
"est_4_158","FERIA DE MADRID","1",Null
"est_4_160","BARAJAS","1",Null
"est_4_161","HERRERA ORIA","1",Null
"est_4_162","BARRIO DEL PILAR","1",Null
"est_4_163","VENTILLA","1",Null
"est_4_165","DUQUE DE PASTRANA","1",Null
"est_4_166","PIO XII","1",Null
"est_4_168","CONCHA ESPINA","1",Null
"est_4_169","CRUZ DEL RAYO","1",Null
"est_4_17","MENENDEZ PELAYO","1",Null
"est_4_173","IBIZA","1",Null
"est_4_175","ESTRELLA","1",Null
"est_4_176","VINATEROS","1",Null
"est_4_177","ARTILLEROS","1",Null
"est_4_178","PAVONES","1",Null
"est_4_179","VALDEBERNARDO","1",Null
"est_4_18","PACIFICO","1",Null
"est_4_180","VICALVARO","1",Null
"est_4_181","SAN CIPRIANO","1",Null
"est_4_182","PUERTA DE ARGANDA","1",Null
"est_4_183","RIVAS URBANIZACIONES","1",Null
"est_4_184","RIVAS VACIAMADRID","1",Null
"est_4_185","LA POVEDA","1",Null
"est_4_186","ARGANDA DEL REY","1",Null
"est_4_187","FUENCARRAL","1",Null
"est_4_188","BEGOÑA","1",Null
"est_4_19","PUENTE DE VALLECAS","1",Null
"est_4_191","CUZCO","1",Null
"est_4_192","SANTIAGO BERNABEU","1",Null
"est_4_199","LAGO","1",Null
"est_4_2","VALDEACEDERAS","1",Null
"est_4_20","NUEVA NUMANCIA","1",Null
"est_4_200","BATAN","1",Null
"est_4_202","COLONIA JARDIN","1",Null
"est_4_203","CUATRO VIENTOS","1",Null
"est_4_204","JOAQUIN VILUMBRALES","1",Null
"est_4_205","PUERTA DEL SUR","1",Null
"est_4_207","ABRANTES","1",Null
"est_4_208","PAN BENDITO","1",Null
"est_4_21","PORTAZGO","1",Null
"est_4_210","PARQUE LISBOA","1",Null
"est_4_211","ALCORCON CENTRAL","1",Null
"est_4_212","PARQUE OESTE","1",Null
"est_4_213","UNIVERSIDAD REY JUAN CARLOS","1",Null
"est_4_214","MOSTOLES CENTRAL","1",Null
"est_4_215","PRADILLO","1",Null
"est_4_216","HOSPITAL DE MOSTOLES","1",Null
"est_4_217","MANUELA MALASAÑA","1",Null
"est_4_218","LORANCA","1",Null
"est_4_219","HOSPITAL DE FUENLABRADA","1",Null
"est_4_22","BUENOS AIRES","1",Null
"est_4_220","PARQUE EUROPA","1",Null
"est_4_221","FUENLABRADA CENTRAL","1",Null
"est_4_222","PARQUE DE LOS ESTADOS","1",Null
"est_4_223","ARROYO CULEBRO","1",Null
"est_4_224","CONSERVATORIO","1",Null
"est_4_225","ALONSO DE MENDOZA","1",Null
"est_4_226","GETAFE CENTRAL","1",Null
"est_4_227","JUAN DE LA CIERVA","1",Null
"est_4_228","EL CASAR","1",Null
"est_4_229","LOS ESPARTALES","1",Null
"est_4_23","ALTO DEL ARENAL","1",Null
"est_4_230","EL BERCIAL","1",Null
"est_4_231","EL CARRASCAL","1",Null
"est_4_232","JULIAN BESTEIRO","1",Null
"est_4_233","CASA DEL RELOJ","1",Null
"est_4_234","HOSPITAL SEVERO OCHOA","1",Null
"est_4_235","LEGANES CENTRAL","1",Null
"est_4_236","SAN NICASIO","1",Null
"est_4_24","MIGUEL HERNANDEZ","1",Null
"est_4_25","SIERRA DE GUADALUPE","1",Null
"est_4_252","ALAMEDA DE OSUNA","1",Null
"est_4_253","EL CAPRICHO","1",Null
"est_4_254","SAN FRANCISCO","1",Null
"est_4_255","CARABANCHEL ALTO","1",Null
"est_4_256","LA PESETA","1",Null
"est_4_257","AVIACION ESPAÑOLA","1",Null
"est_4_258","PINAR DEL REY","1",Null
"est_4_259","ARGANZUELA-PLANETARIO","1",Null
"est_4_26","VILLA DE VALLECAS","1",Null
"est_4_260","LA ELIPA","1",Null
"est_4_262","BAMBU","1",Null
"est_4_263","PINAR DE CHAMARTIN","1",Null
"est_4_264","HORTALEZA","1",Null
"est_4_265","MANOTERAS","1",Null
"est_4_267","ALMENDRALES","1",Null
"est_4_268","HOSPITAL 12 DE OCTUBRE","1",Null
"est_4_269","SAN FERMIN-ORCASUR","1",Null
"est_4_27","CONGOSTO","1",Null
"est_4_270","CIUDAD DE LOS ANGELES","1",Null
"est_4_271","VILLAVERDE BAJO-CRUCE","1",Null
"est_4_272","SAN CRISTOBAL","1",Null
"est_4_273","VILLAVERDE ALTO","1",Null
"est_4_274","TRES OLIVOS","1",Null
"est_4_275","MONTECARMELO","1",Null
"est_4_276","LAS TABLAS","1",Null
"est_4_277","RONDA DE LA COMUNICACION","1",Null
"est_4_278","LA GRANJA","1",Null
"est_4_279","LA MORALEJA","1",Null
"est_4_28","VENTAS","1",Null
"est_4_280","MARQUES DE LA VALDAVIA","1",Null
"est_4_281","MANUEL DE FALLA","1",Null
"est_4_282","BAUNATAL","1",Null
"est_4_283","REYES CATOLICOS","1",Null
"est_4_284","HOSPITAL INFANTA SOFÍA","1",Null
"est_4_286","ESTADIO METROPOLITANO","1",Null
"est_4_287","BARRIO DEL PUERTO","1",Null
"est_4_288","COSLADA CENTRAL","1",Null
"est_4_289","LA RAMBLA","1",Null
"est_4_29","MANUEL BECERRA","1",Null
"est_4_290","SAN FERNANDO","1",Null
"est_4_291","JARAMA","1",Null
"est_4_292","HENARES","1",Null
"est_4_293","LA GAVIA","1",Null
"est_4_294","LAS SUERTES","1",Null
"est_4_295","VALDECARROS","1",Null
"est_4_296","HOSPITAL DEL HENARES","1",Null
"est_4_3","TETUAN","1",Null
"est_4_30","GOYA","1",Null
"est_4_300","RIVAS FUTURA","1",Null
"est_4_305","LA FORTUNA","1",Null
"est_4_31","PRINCIPE DE VERGARA","1",Null
"est_4_32","RETIRO","1",Null
"est_4_322","LA ALMUDENA","1",Null
"est_4_323","ALSACIA","1",Null
"est_4_324","AVENIDA DE GUADALAJARA","1",Null
"est_4_325","LAS ROSAS","1",Null
"est_4_326","MIRASIERRA","1",Null
"est_4_33","BANCO DE ESPAÑA","1",Null
"est_4_34","SEVILLA","1",Null
"est_4_345","PACO DE LUCIA","1",Null
"est_4_36","OPERA","1",Null
"est_4_37","SANTO DOMINGO","1",Null
"est_4_39","SAN BERNARDO","1",Null
"est_4_4","ESTRECHO","1",Null
"est_4_40","QUEVEDO","1",Null
"est_4_41","CANAL","1",Null
"est_4_43","LEGAZPI","1",Null
"est_4_44","DELICIAS","1",Null
"est_4_45","PALOS DE LA FRONTERA","1",Null
"est_4_46","EMBAJADORES","1",Null
"est_4_47","LAVAPIES","1",Null
"est_4_49","CALLAO","1",Null
"est_4_5","ALVARADO","1",Null
"est_4_50","PLAZA DE ESPAÑA","1",Null
"est_4_51","VENTURA RODRIGUEZ","1",Null
"est_4_52","ARGÜELLES","1",Null
"est_4_57","ALONSO MARTINEZ","1",Null
"est_4_58","COLON","1",Null
"est_4_59","SERRANO","1",Null
"est_4_6","CUATRO CAMINOS","1",Null
"est_4_60","VELAZQUEZ","1",Null
"est_4_62","LISTA","1",Null
"est_4_63","DIEGO DE LEON","1",Null
"est_4_65","PROSPERIDAD","1",Null
"est_4_66","ALFONSO XIII","1",Null
"est_4_67","AVENIDA DE LA PAZ","1",Null
"est_4_68","ARTURO SORIA","1",Null
"est_4_69","ESPERANZA","1",Null
"est_4_7","RIOS ROSAS","1",Null
"est_4_70","CANILLAS","1",Null
"est_4_71","MAR DE CRISTAL","1",Null
"est_4_72","SAN LORENZO","1",Null
"est_4_73","PARQUE DE SANTA MARIA","1",Null
"est_4_74","CANILLEJAS","1",Null
"est_4_75","TORRE ARIAS","1",Null
"est_4_76","SUANZES","1",Null
"est_4_77","CIUDAD LINEAL","1",Null
"est_4_78","PUEBLO NUEVO","1",Null
"est_4_79","QUINTANA","1",Null
"est_4_8","IGLESIA","1",Null
"est_4_80","EL CARMEN","1",Null
"est_4_83","NUÑEZ DE BALBOA","1",Null
"est_4_84","RUBEN DARIO","1",Null
"est_4_86","CHUECA","1",Null
"est_4_9","BILBAO","1",Null
"est_4_90","LA LATINA","1",Null
"est_4_91","PUERTA DE TOLEDO","1",Null
"est_4_93","PIRAMIDES","1",Null
"est_4_94","MARQUES DE VADILLO","1",Null
"est_4_95","URGEL","1",Null
"est_4_96","OPORTO","1",Null
"est_4_97","VISTA ALEGRE","1",Null
"est_4_98","CARABANCHEL","1",Null
"est_4_99","EUGENIA DE MONTIJO","1",Null
"est_90_1","Aluche","1",Null
"est_90_13","Méndez Álvaro Estación Sur","1",Null
"est_90_14","Intercambiador de Moncloa","1",Null
"est_90_18","Intercambiador de Príncipe Pío","1",Null
"est_90_21","Intercambiador de Plaza de Castilla","1",Null
"est_90_25","Chamartín","1",Null
"est_90_33","Aeropuerto T4","1",Null
"est_90_34","Aeropuerto T1 - T2 - T3","1",Null
"est_90_36","Intercambiador de Plaza Elíptica","1",Null
"est_90_4","Intercambiador de Avenida de América","1",Null
"est_90_54","Atocha-Renfe","1",Null
"est_90_58","Puerta del Sol","1",Null
"est_90_71","Nuevos Ministerios","1",Null
"par_4_1","PLAZA DE CASTILLA","0","est_90_21"
"par_4_10","TRIBUNAL","0",Null
"par_4_100","ALUCHE","0","est_90_1"
"par_4_101","EMPALME","0",Null
"par_4_102","CAMPAMENTO","0",Null
"par_4_103","CASA DE CAMPO","0",Null
"par_4_104","LAGUNA","0",Null
"par_4_105","CARPETANA","0",Null
"par_4_106","OPORTO","0","est_4_96"
"par_4_107","OPAÑEL","0",Null
"par_4_108","PLAZA ELIPTICA","0","est_90_36"
"par_4_109","USERA","0",Null
"par_4_11","GRAN VIA","0",Null
"par_4_110","LEGAZPI","0","est_4_43"
"par_4_111","MENDEZ ALVARO","0","est_90_13"
"par_4_112","PACIFICO","0","est_4_18"
"par_4_113","CONDE DE CASAL","0",Null
"par_4_114","SAINZ DE BARANDA","0",Null
"par_4_115","ODONNELL","0",Null
"par_4_116","MANUEL BECERRA","0","est_4_29"
"par_4_117","DIEGO DE LEON","0","est_4_63"
"par_4_118","AVENIDA DE AMERICA","0","est_90_4"
"par_4_119","REPUBLICA ARGENTINA","0",Null
"par_4_12","SOL","0","est_90_58"
"par_4_120","NUEVOS MINISTERIOS","0","est_90_71"
"par_4_121","CUATRO CAMINOS","0","est_4_6"
"par_4_122","GUZMAN EL BUENO","0",Null
"par_4_123","METROPOLITANO","0",Null
"par_4_124","CIUDAD UNIVERSITARIA","0",Null
"par_4_125","MONCLOA","0","est_90_14"
"par_4_126","ARGÜELLES","0","est_4_52"
"par_4_127","PRINCIPE PIO","0","est_90_18"
"par_4_128","PUERTA DEL ANGEL","0",Null
"par_4_129","ALTO DE EXTREMADURA","0",Null
"par_4_13","TIRSO DE MOLINA","0",Null
"par_4_130","LUCERO","0",Null
"par_4_132","LAS MUSAS","0",Null
"par_4_133","SAN BLAS","0",Null
"par_4_134","SIMANCAS","0",Null
"par_4_135","GARCIA NOBLEJAS","0",Null
"par_4_136","ASCAO","0",Null
"par_4_137","PUEBLO NUEVO","0","est_4_78"
"par_4_138","BARRIO DE LA CONCEPCION","0",Null
"par_4_139","PARQUE DE LAS AVENIDAS","0",Null
"par_4_14","ANTON MARTIN","0",Null
